"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Service","GeoProviderId","Lat","Lon"
"301310","ANDROSCOGGIN VALLEY HOSPITAL","59 PAGE HILL ROAD","","","BERLIN","NH","3570","COOS","6037522200","Critical Access Hospitals","Government - Hospital District or Authority","Yes","301310","44.4875233","-71.1569733"
"301311","SPEARE MEMORIAL HOSPITAL","16 HOSPITAL ROAD","","","PLYMOUTH","NH","3264","GRAFTON","6035361120","Critical Access Hospitals","Voluntary non-profit - Private","Yes","301311","43.7578536","-71.6948078"
"301312","HUGGINS HOSPITAL","240 SOUTH MAIN STREET","","","WOLFEBORO","NH","3894","CARROLL","6035697500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","301312","43.5805115","-71.200729"
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","30 PROSPECT AVE","","","HACKENSACK","NJ","7601","BERGEN","2019962000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310001","40.8840891","-74.0566468"
"310002","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVE","","","NEWARK","NJ","7112","ESSEX","9739267850","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310002","40.710114","-74.213679"
"310003","PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S","7600 RIVER RD","","","NORTH BERGEN","NJ","7047","HUDSON","2018545000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310003","40.795761","-73.995752"
"310005","HUNTERDON MEDICAL CENTER","2100 WESCOTT DRIVE","","","FLEMINGTON","NJ","8822","HUNTERDON","9087886100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310005","40.5314171","-74.8608041"
"310006","ST MARY'S HOSPITAL PASSAIC","350 BOULEVARD","","","PASSAIC","NJ","7055","PASSAIC","9733654300","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310006","40.8582907","-74.1372291"
"310008","HOLY NAME MEDICAL CENTER","718 TEANECK RD","","","TEANECK","NJ","7666","BERGEN","2018333000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310008","40.88275","-74.010206"
"310009","CLARA MAASS MEDICAL CENTER","ONE CLARA MAAS DRIVE","","","BELLEVILLE","NJ","7109","ESSEX","9734502002","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310009","40.7855553","-74.1759754"
"310010","UNIVERSITY MEDICAL CENTER AT PRINCETON","253 WITHERSPOON ST","","","PRINCETON","NJ","8540","MERCER","6094974000","Acute Care Hospitals","Voluntary non-profit - Private","No","310010","40.356879","-74.662743"
"310011","CAPE REGIONAL MEDICAL CENTER INC","TWO STONE HARBOR BLVD","","","CAPE MAY COURT HOUSE","NJ","8210","CAPE MAY","6094632000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310011","39.087513","-74.816336"
"310012","VALLEY HOSPITAL","223 N VAN DIEN AVENUE","","","RIDGEWOOD","NJ","7450","BERGEN","2014478000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310012","40.983589","-74.100474"
"310014","COOPER UNIVERSITY HOSPITAL","1 COOPER PLAZA","","","CAMDEN","NJ","8103","CAMDEN","8563422000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310014","39.941545","-75.116959"
"310015","MORRISTOWN MEMORIAL HOSPITAL","100 MADISON AVE","","","MORRISTOWN","NJ","7962","MORRIS","9736603270","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310015","40.7881467","-74.4652262"
"310016","CHRIST HOSPITAL","176 PALISADE AVE","","","JERSEY CITY","NJ","7306","HUDSON","2017958200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310016","40.7523207","-74.0389058"
"310017","CHILTON HOSPITAL","97 WEST PARKWAY","","","POMPTON PLAINS","NJ","7444","MORRIS","9738315000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310017","40.9603213","-74.3084757"
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","","","PATERSON","NJ","7503","PASSAIC","9737542000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310019","40.902128","-74.166384"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","","","EAST ORANGE                   ","NJ","7018","ESSEX","9736761000","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","31001F","40.7526608","-74.2361154"
"310021","ST FRANCIS MEDICAL CENTER","601 HAMILTON AVE","","","TRENTON","NJ","8629","MERCER","6095995000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310021","40.216339","-74.741427"
"310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","WHITEHORSE PIKE AND TOWNSEND AVENUE","","","BERLIN","NJ","8009","CAMDEN","8563223200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310022","39.7826249","-74.9167076"
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST","","","RAHWAY","NJ","7065","UNION","7323814200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310024","40.6129","-74.2908999"
"310025","BAYONNE HOSPITAL CENTER","29 EAST 29TH ST","","","BAYONNE","NJ","7002","HUDSON","2018585000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310025","40.6680269","-74.1131583"
"310027","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET","","","ELIZABETH","NJ","7207","UNION","9089945000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310027","40.6600466","-74.2141708"
"310028","NEWTON MEMORIAL HOSPITAL","175 HIGH ST","","","NEWTON","NJ","7860","SUSSEX","9733832121","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310028","41.055554","-74.765074"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","1600 HADDON AVENUE","","","CAMDEN","NJ","8103","CAMDEN","8567573500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310029","39.9268588","-75.0954213"
"310031","DEBORAH HEART AND LUNG CENTER","200 TRENTON ROAD","","","BROWNS MILLS","NJ","8015","BURLINGTON","6098936611","Acute Care Hospitals","Voluntary non-profit - Private","No","310031","39.9763044","-74.5855933"
"310032","SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER","1505 W SHERMAN AVE","","","VINELAND","NJ","8360","CUMBERLAND","8566418000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310032","39.4474338","-75.0571414"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","","","RED BANK","NJ","7701","MONMOUTH","7327412700","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310034","40.3530823","-74.064834"
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PL","","","NEW BRUNSWICK","NJ","8901","MIDDLESEX","7328283000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310038","40.4958892","-74.4485599"
"310039","RARITAN BAY MEDICAL CENTER","530 NEW BRUNSWICK AVE","","","PERTH AMBOY","NJ","8861","MIDDLESEX","7324423700","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310039","40.5283915","-74.313406"
"310040","HOBOKEN UNIVERSITY MEDICAL CENTER","308 WILLOW AVE","","","HOBOKEN","NJ","7030","HUDSON","2014181004","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310040","40.7411556","-74.0337536"
"310041","COMMUNITY MEDICAL CENTER","99 RT 37 WEST","","","TOMS RIVER","NJ","8755","OCEAN","7325578000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310041","39.960682","-74.216926"
"310044","CAPITAL HEALTH SYSTEM-MERCER CAMPUS","446 BELLEVUE AVE","","","TRENTON","NJ","8618","MERCER","6093944000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310044","40.2298463","-74.7776894"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST","","","ENGLEWOOD","NJ","7631","BERGEN","2018943000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310045","40.903997","-73.968469"
"310047","SHORE MEMORIAL HOSPITAL","1 EAST NEW YORK AVE","","","SOMERS POINT","NJ","8244","ATLANTIC","6096533545","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310047","39.314745","-74.593913"
"310048","SOMERSET MEDICAL CENTER","110 REHILL AVE","","","SOMERVILLE","NJ","8876","SOMERSET","9086852200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310048","40.5680467","-74.5957837"
"310050","SAINT CLARE'S HOSPITAL","25 POCONO ROAD","","","DENVILLE","NJ","7834","MORRIS","9736256000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310050","40.895375","-74.464792"
"310051","OVERLOOK HOSPITAL","99 BEAUVIOR AVE","","","SUMMIT","NJ","7902","UNION","9085222000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310051","40.7123737","-74.3542985"
"310052","OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD","","","BRICK","NJ","8724","OCEAN","7328402200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310052","40.0783348","-74.1298062"
"310054","MOUNTAINSIDE HOSPITAL","BAY AND HIGHLAND AVE","","","MONTCLAIR","NJ","7042","ESSEX","9734296000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310054","40.8106047","-74.2046263"
"310057","VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","175 MADISON AVE","","","MOUNT HOLLY","NJ","8060","BURLINGTON","6099146200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310057","39.9858","-74.795"
"310058","BERGEN REGIONAL MEDICAL CENTER","230 EAST RIDGEWOOD AVE","","","PARAMUS","NJ","7652","BERGEN","2019674000","Acute Care Hospitals","Government - Local","Yes","310058","40.9569813","-74.0629454"
"310060","WARREN HOSPITAL","185 ROSEBERRY ST","","","PHILLIPSBURG","NJ","8865","WARREN","9088596700","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310060","40.702119","-75.178606"
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","218A SUNSET ROAD","","","WILLINGBORO","NJ","8046","BURLINGTON","6098352900","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310061","40.047386","-74.881922"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","1925 PACIFIC AVE","","","ATLANTIC CITY","NJ","8401","ATLANTIC","6094418020","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310064","39.3577491","-74.434092"
"310069","SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL","501 WEST FRONT STREET","","","ELMER","NJ","8318","SALEM","8563631000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310069","39.5883069","-75.1793836"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE","","","NEW BRUNSWICK","NJ","8901","MIDDLESEX","7327457944","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310070","40.5021851","-74.460118"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","","","NEPTUNE","NJ","7754","MONMOUTH","7327755500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310073","40.208996","-74.041381"
"310074","LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS","355 GRAND STREET","","","JERSEY CITY","NJ","7302","HUDSON","2019152000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310074","40.7166288","-74.0501232"
"310075","MONMOUTH MEDICAL CENTER","300 SECOND AVENUE","","","LONG BRANCH","NJ","7740","MONMOUTH","7322225200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310075","40.295635","-73.985181"
"310076","SAINT BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD","","","LIVINGSTON","NJ","7039","ESSEX","9733225000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","310076","40.761902","-74.303348"
"310081","UNDERWOOD MEMORIAL HOSPITAL","509 N BROAD ST","","","WOODBURY","NJ","8096","GLOUCESTER","8568450100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310081","39.844014","-75.1499539"
"310083","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE","","","EAST ORANGE","NJ","7018","ESSEX","9732664401","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310083","40.7540233","-74.2133511"
"310084","KIMBALL MEDICAL CENTER","600 RIVER AVE","","","LAKEWOOD","NJ","8701","OCEAN","7323631900","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310084","40.075032","-74.218318"
"310086","KENNEDY UNIVERSITY HOSPITAL INC  (STRATFORD DIVIS","18 EAST LAUREL ROAD","","","STRATFORD","NJ","8084","CAMDEN","8563466000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310086","39.828202","-75.008122"
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","310 WOODSTOWN ROAD","","","SALEM","NJ","8079","SALEM","8569351000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310091","39.5931141","-75.4464644"
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","","","TRENTON","NJ","8638","MERCER","6093946000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310092","40.235836","-74.75187"
"310096","SAINT MICHAEL'S MEDICAL CENTER INC","111 CENTRAL AVENUE","","","NEWARK","NJ","7102","ESSEX","9738775350","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310096","40.743218","-74.174268"
"310108","JFK MEDICAL CENTER","65 JAMES STREET","","","EDISON","NJ","8818","MIDDLESEX","7323217000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310108","40.5571131","-74.3467782"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","","","HAMILTON","NJ","8690","MERCER","6095867900","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310110","40.2173226","-74.6696591"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","","","FREEHOLD","NJ","7728","MONMOUTH","7324312000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310111","40.237523","-74.31139"
"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","","","HOLMDEL","NJ","7733","MONMOUTH","7327395900","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310112","40.405782","-74.191811"
"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","","","MANAHAWKIN","NJ","8050","OCEAN","6095976011","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310113","39.716363","-74.2830416"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","","","HACKETTSTOWN","NJ","7840","WARREN","9088525100","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310115","40.861953","-74.816077"
"310116","ST JOSEPH'S WAYNE HOSPITAL","224 HAMBURG TPKE","","","WAYNE","NJ","7470","PASSAIC","9739426900","Acute Care Hospitals","Voluntary non-profit-Private","Yes","310116","40.9453559","-74.2047566"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","55 MEADOWLANDS PKWY","","","SECAUCUS","NJ","7094","HUDSON","2013923100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","310118","40.7853839","-74.0761734"
"310119","UMDNJ UNIVERSITY HOSPITAL","150 BERGEN ST","","","NEWARK","NJ","7103","ESSEX","9739725658","Acute Care Hospitals","Government - State","Yes","310119","40.7391591","-74.1930382"
"310120","SAINT CLARE'S HOSPITAL/SUSSEX","20 WALNUT ST","","","SUSSEX","NJ","7461","SUSSEX","9737022200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","310120","41.20714","-74.603477"
"320001","UNIVERSITY OF NEW MEXICO HOSPITAL","2211 LOMAS BOULEVARD NE","","","ALBUQUERQUE","NM","87106","BERNALILLO","5052722111","Acute Care Hospitals","Government - Hospital District or Authority","Yes","320001","35.0875735","-106.6179981"
"320002","ST VINCENT HOSPITAL","455 ST MICHAEL'S DRIVE","","","SANTA FE","NM","87505","SANTA FE","5059833361","Acute Care Hospitals","Proprietary","Yes","320002","35.6578716","-105.9456897"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION AVE","","","LAS VEGAS","NM","87701","SAN MIGUEL","5054263500","Acute Care Hospitals","Government - Hospital District or Authority","Yes","320003","35.6186152","-105.2205737"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTE","2669 NORTH SCENIC DRIVE","","","ALAMOGORDO","NM","88310","OTERO","5754396100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","320004","32.9256209","-105.932643"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","","","FARMINGTON","NM","87401","SAN JUAN","5056092000","Acute Care Hospitals","Voluntary non-profit - Private","No","320005","36.723871","-108.217487"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB RD","","","ROSWELL","NM","88201","CHAVES","5756248722","Acute Care Hospitals","Proprietary","Yes","320006","33.4233955","-104.5274824"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","","","ALBUQUERQUE","NM","87102","BERNALILLO","5057278000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","320009","35.086028","-106.639502"
"320011","ESPANOLA HOSPITAL","1010 SPRUCE STREET","","","ESPANOLA","NM","87532","RIO ARRIBA","5057537111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","320011","35.9971222","-106.085159"
"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD","","","TAOS","NM","87571","TAOS","5757588883","Acute Care Hospitals","Voluntary non-profit - Other","Yes","320013","36.3707603","-105.5794983"
"320014","MIMBRES MEMORIAL HOSPITAL","900 W ASH","","","DEMING","NM","88031","LUNA","5755465803","Acute Care Hospitals","Voluntary non-profit - Private","No","320014","32.2611692","-107.7688489"
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","","","SILVER CITY","NM","88061","GRANT","5755384000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","320016","32.7955844","-108.2627556"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","","","ALBUQUERQUE","NM","87109","BERNALILLO","5057277805","Acute Care Hospitals","Government - State","Yes","320017","35.1319299","-106.59065"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","","","LAS CRUCES","NM","88011","DONA ANA","5755228641","Acute Care Hospitals","Government - State","Yes","320018","32.2926715","-106.7351973"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","","","ALBUQUERQUE","NM","87106","BERNALILLO","5057247281","Acute Care Hospitals","Government - Hospital District or Authority","Yes","320021","35.081573","-106.635382"
"320022","PLAINS REGIONAL MEDICAL CENTER  CLOVIS","2100 MARTIN LUTHER KING JR BLVD","","","CLOVIS","NM","88101","CURRY","5757697155","Acute Care Hospitals","Government - Federal","Yes","320022","34.4193926","-103.2316533"
"320030","ARTESIA GENERAL HOSPITAL","702 N 13TH ST","","","ARTESIA","NM","88210","EDDY","5757483333","Acute Care Hospitals","Voluntary non-profit - Other","No","320030","32.847592","-104.4127471"
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","","","LOS ALAMOS","NM","87544","LOS ALAMOS","5056624201","Acute Care Hospitals","Proprietary","Yes","320033","35.881939","-106.318279"
"320037","CIBOLA GENERAL HOSPITAL","1016 ROOSEVELT AVENUE","","","GRANTS","NM","87020","CIBOLA","5052874446","Acute Care Hospitals","Voluntary non-profit - Other","Yes","320037","35.1612162","-107.8280668"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH SER","1901 RED ROCK DRIVE","","","GALLUP","NM","87301","MCKINLEY","5058637000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","320038","35.5073091","-108.7277046"
"320057","SANTA FE PHS INDIAN HOSPITAL","1700 CERRILLOS ROAD","","","SANTA FE","NM","87501","SANTA FE","5059889821","Acute Care Hospitals","Government - Federal","No","320057","35.683037","-105.944188"
"320058","MESCALERO PHS INDIAN HOSPITAL","P O BOX 210","","","MESCALERO","NM","88340","OTERO","5054644441","Acute Care Hospitals","Government - Federal","Yes","320058","33.1575854","-105.7741541"
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","","","SHIPROCK","NM","87420","SAN JUAN","5053686001","Acute Care Hospitals","Government - Federal","Yes","320059","36.7969937","-108.6902922"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE","","","ALBUQUERQUE                   ","NM","87108","","5052562889","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","32005F","35.0554071","-106.577681"
"320060","ZUNI INDIAN HOSPITAL","ROUTE 301 NORTH B STREET","","","ZUNI","NM","87327","MCKINLEY","5057824431","Acute Care Hospitals","Government - Federal","Yes","320060","35.0694767","-108.8484168"
"320061","GALLUP INDIAN MEDICAL CENTER","P O BOX 1337","","","GALLUP","NM","87301","MCKINLEY","5057221000","Acute Care Hospitals","Government - Federal","Yes","320061","35.5280783","-108.7425843"
"320062","CROWNPOINT PHS INDIAN HOSPITAL","P O BOX 358","","","CROWNPOINT","NM","87313","MCKINLEY","5057865291","Acute Care Hospitals","Government - Federal","Yes","320062","35.6780769","-108.1511785"
"320063","CARLSBAD MEDICAL CENTER","2430 W PIERCE","","","CARLSBAD","NM","88220","EDDY","5758874396","Acute Care Hospitals","Proprietary","Yes","320063","32.4417423","-104.2582159"
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","","","HOBBS","NM","88240","LEA","5754925000","Acute Care Hospitals","Proprietary","Yes","320065","32.7606514","-103.1808797"
"320067","GUADALUPE COUNTY HOSPITAL","535 LAKE DRIVE","","","SANTA ROSA","NM","88435","GUADALUPE","5754723417","Acute Care Hospitals","Government - Local","Yes","320067","34.939651","-104.680567"
"320069","MINERS' COLFAX MEDICAL CENTER","203 HOSPITAL DRIVE","","","RATON","NM","87740","COLFAX","5754453661","Critical Access Hospitals","Government - Local","Yes","320069","36.8633529","-104.4431658"
"320070","ACOMA CANONCITO LAGUNA PHS HOSPITAL","P O BOX 130","","","SAN FIDEL","NM","87049","CIBOLA","5055525300","Acute Care Hospitals","Government - Federal","Yes","320070","35.1481801","-107.6452085"
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","","","ALBUQUERQUE","NM","87114","BERNALILLO","5057272001","Acute Care Hospitals","Government - Federal","Yes","320074","35.207622","-106.677232"
"320083","HEART HOSPITAL OF NEW MEXICO","504 ELM STREET NE","","","ALBUQUERQUE","NM","87102","BERNALILLO","5057242000","Acute Care Hospitals","Proprietary","Yes","320083","35.0874294","-106.6375297"
"320084","ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70","","","PORTALES","NM","88130","ROOSEVELT","5753591800","Acute Care Hospitals","Voluntary non-profit - Other","Yes","320084","34.1692421","-103.3631884"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","","","LAS CRUCES","NM","88011","DONA ANA","5755567600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","320085","32.3230999","-106.729"
"320086","ROSWELL REGIONAL HOSPITAL","117 EAST 19TH STREET","","","ROSWELL","NM","88201","CHAVES","5756277000","Acute Care Hospitals","Proprietary","Yes","320086","33.4168883","-104.5210746"
"320087","PHYSICIANS MEDICAL CENTER OF SANTA FE","2990 RODEO PARK DRIVE EAST","","","SANTA FE","NM","87505","SANTA FE","5054285400","Acute Care Hospitals","Government - Federal","Yes","320087","35.633023","-105.962706"
"321300","SIERRA VISTA HOSPITAL","800 E NINTH AVENUE","","","T OR C","NM","87901","SIERRA","5758942111","Critical Access Hospitals","Government - Hospital District or Authority","Yes","321300","33.1390271","-107.2434233"
"321301","SOCORRO GENERAL HOSPITAL","1202 HIGHWAY 60 WEST","","","SOCORRO","NM","87801","SOCORRO","5758351140","Critical Access Hospitals","Voluntary non-profit - Private","Yes","321301","36.6270597","-94.9994208"
"321302","DR DAN C TRIGG MEMORIAL HOSPITAL","301 EAST MIEL DE LUNA","","","TUCUMCARI","NM","88401","QUAY","5754617008","Critical Access Hospitals","Voluntary non-profit - Private","Yes","321302","35.1563535","-103.7235965"
"321304","UNION COUNTY GENERAL HOSPITAL","300 WILSON STREET","","","CLAYTON","NM","88415","UNION","5053742585","Critical Access Hospitals","Proprietary","Yes","321304","36.4551384","-103.1932393"
"321305","NOR LEA GENERAL HOSPITAL","1600 NORTH MAIN","","","LOVINGTON","NM","88260","LEA","5753966611","Critical Access Hospitals","Voluntary non-profit - Other","Yes","321305","32.9326038","-103.3486248"
"321306","LINCOLN COUNTY MEDICAL CENTER","211 SUDDERTH","","","RUIDOSO","NM","88345","LINCOLN","5752578250","Critical Access Hospitals","Government - Local","Yes","321306","33.3231133","-105.6307198"
"330002","PENINSULA HOSPITAL CENTER","51-15 BEACH CHANNEL DRIVE","","","FAR ROCKAWAY","NY","11691","QUEENS","7187342000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330002","40.594581","-73.781445"
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","","","ALBANY","NY","12204","ALBANY","5184713221","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330003","42.6739869","-73.748549"
"330004","KINGSTON HOSPITAL","396 BROADWAY","","","KINGSTON","NY","12401","ULSTER","9143313131","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330004","41.92673","-73.995148"
"330005","KALEIDA HEALTH","726 EXCHANGE STREET SUITE 522","","","BUFFALO","NY","14210","ERIE","7168598620","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330005","42.8748398","-78.8504405"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","","","YONKERS","NY","10701","WESTCHESTER","9143787000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","330006","40.9296289","-73.8983989"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","","","WARSAW","NY","14569","WYOMING","5857862233","Acute Care Hospitals","Government - Local","Yes","330008","42.754247","-78.1306819"
"330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","","","BRONX","NY","10456","BRONX","2125887000","Acute Care Hospitals","Proprietary","Yes","330009","40.831379","-73.903097"
"330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL INC","169 RIVERSIDE DRIVE","","","BINGHAMTON","NY","13905","BROOME","6077985111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330011","42.092988","-75.9370418"
"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","","","ALBANY","NY","12208","ALBANY","5182623125","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330013","42.6534961","-73.7754629"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","","","JAMAICA","NY","11418","QUEENS","7182626000","Acute Care Hospitals","Government - Federal","Yes","330014","40.7014063","-73.816302"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.","2525 KINGS HIGHWAY","","","BROOKLYN","NY","11229","KINGS","7186925302","Acute Care Hospitals","Voluntary non-profit - Private","Yes","330019","40.6138483","-73.9483547"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","","","POUGHKEEPSIE","NY","12601","DUTCHESS","8454548500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","330023","41.6944905","-73.9348955"
