Provider Number,Condition,Score
440057,Surgical Care Improvement Project Process of Care Measures,67
150112,Heart Attack or Chest Pain Process of Care Measures,89
220177,Heart Attack or Chest Pain Process of Care Measures,N/A
480002,Heart Failure Process of Care Measures,100
111308,Pneumonia Process of Care Measures,N/A
10006,Surgical Care Improvement Project Process of Care Measures,100
501326,Heart Attack or Chest Pain Process of Care Measures,100
261320,Heart Attack or Chest Pain Process of Care Measures,N/A
361306,Heart Failure Process of Care Measures,100
70022,Heart Failure Process of Care Measures,100
390079,Surgical Care Improvement Project Process of Care Measures,95
50055,Surgical Care Improvement Project Process of Care Measures,79
181319,Heart Attack or Chest Pain Process of Care Measures,N/A
191326,Pneumonia Process of Care Measures,N/A
40067,Surgical Care Improvement Project Process of Care Measures,N/A
80007,Surgical Care Improvement Project Process of Care Measures,96
200040,Surgical Care Improvement Project Process of Care Measures,100
370112,Heart Attack or Chest Pain Process of Care Measures,50
240061,Heart Attack or Chest Pain Process of Care Measures,N/A
450885,Heart Failure Process of Care Measures,100
520083,Surgical Care Improvement Project Process of Care Measures,92
171317,Surgical Care Improvement Project Process of Care Measures,N/A
250023,Heart Attack or Chest Pain Process of Care Measures,N/A
450163,Heart Attack or Chest Pain Process of Care Measures,N/A
290045,Pneumonia Process of Care Measures,100
170001,Surgical Care Improvement Project Process of Care Measures,55
50528,Surgical Care Improvement Project Process of Care Measures,98
60004,Surgical Care Improvement Project Process of Care Measures,N/A
340183,Pneumonia Process of Care Measures,100
460051,Surgical Care Improvement Project Process of Care Measures,100
461306,Heart Failure Process of Care Measures,0
360218,Surgical Care Improvement Project Process of Care Measures,89
210004,Surgical Care Improvement Project Process of Care Measures,99
14003F,Surgical Care Improvement Project Process of Care Measures,99
10079,Heart Failure Process of Care Measures,96
360044,Pneumonia Process of Care Measures,89
360151,Heart Attack or Chest Pain Process of Care Measures,92
52002F,Heart Attack or Chest Pain Process of Care Measures,N/A
450831,Heart Attack or Chest Pain Process of Care Measures,N/A
180017,Surgical Care Improvement Project Process of Care Measures,80
371307,Surgical Care Improvement Project Process of Care Measures,N/A
360084,Heart Attack or Chest Pain Process of Care Measures,99
50498,Heart Attack or Chest Pain Process of Care Measures,100
450885,Pneumonia Process of Care Measures,100
390203,Pneumonia Process of Care Measures,95
241372,Heart Attack or Chest Pain Process of Care Measures,N/A
400109,Surgical Care Improvement Project Process of Care Measures,73
330023,Heart Attack or Chest Pain Process of Care Measures,100
50300,Heart Attack or Chest Pain Process of Care Measures,100
340021,Heart Attack or Chest Pain Process of Care Measures,90
41327,Heart Failure Process of Care Measures,100
450771,Pneumonia Process of Care Measures,94
450822,Surgical Care Improvement Project Process of Care Measures,100
450292,Heart Attack or Chest Pain Process of Care Measures,N/A
140164,Heart Attack or Chest Pain Process of Care Measures,99
450683,Surgical Care Improvement Project Process of Care Measures,94
100125,Surgical Care Improvement Project Process of Care Measures,100
490027,Surgical Care Improvement Project Process of Care Measures,91
360269,Pneumonia Process of Care Measures,N/A
451378,Pneumonia Process of Care Measures,98
360092,Heart Attack or Chest Pain Process of Care Measures,47
220135,Surgical Care Improvement Project Process of Care Measures,99
140143,Pneumonia Process of Care Measures,94
50168,Surgical Care Improvement Project Process of Care Measures,100
511303,Surgical Care Improvement Project Process of Care Measures,N/A
450766,Heart Attack or Chest Pain Process of Care Measures,N/A
450137,Heart Attack or Chest Pain Process of Care Measures,100
260015,Pneumonia Process of Care Measures,100
110115,Heart Attack or Chest Pain Process of Care Measures,100
321302,Surgical Care Improvement Project Process of Care Measures,N/A
150168,Heart Failure Process of Care Measures,N/A
410010,Heart Failure Process of Care Measures,N/A
400024,Heart Attack or Chest Pain Process of Care Measures,N/A
150075,Pneumonia Process of Care Measures,99
500001,Surgical Care Improvement Project Process of Care Measures,95
420072,Heart Attack or Chest Pain Process of Care Measures,8
520048,Heart Attack or Chest Pain Process of Care Measures,100
60003,Heart Attack or Chest Pain Process of Care Measures,100
171344,Heart Attack or Chest Pain Process of Care Measures,N/A
50745,Heart Attack or Chest Pain Process of Care Measures,N/A
250094,Heart Attack or Chest Pain Process of Care Measures,75
30030,Pneumonia Process of Care Measures,97
490097,Heart Attack or Chest Pain Process of Care Measures,N/A
180020,Heart Attack or Chest Pain Process of Care Measures,60
320085,Heart Attack or Chest Pain Process of Care Measures,97
241334,Pneumonia Process of Care Measures,100
330064,Heart Failure Process of Care Measures,100
150004,Surgical Care Improvement Project Process of Care Measures,83
460051,Heart Attack or Chest Pain Process of Care Measures,94
50485,Heart Failure Process of Care Measures,92
390211,Heart Attack or Chest Pain Process of Care Measures,N/A
450580,Heart Attack or Chest Pain Process of Care Measures,N/A
150038,Pneumonia Process of Care Measures,69
200008,Pneumonia Process of Care Measures,88
141309,Heart Attack or Chest Pain Process of Care Measures,100
161351,Heart Attack or Chest Pain Process of Care Measures,N/A
190064,Pneumonia Process of Care Measures,95
451302,Pneumonia Process of Care Measures,43
60044,Surgical Care Improvement Project Process of Care Measures,100
140160,Heart Attack or Chest Pain Process of Care Measures,98
230070,Heart Attack or Chest Pain Process of Care Measures,99
500007,Pneumonia Process of Care Measures,80
10062,Surgical Care Improvement Project Process of Care Measures,17
241302,Surgical Care Improvement Project Process of Care Measures,N/A
450801,Surgical Care Improvement Project Process of Care Measures,96
10023,Heart Attack or Chest Pain Process of Care Measures,N/A
520057,Heart Attack or Chest Pain Process of Care Measures,100
230024,Heart Attack or Chest Pain Process of Care Measures,98
371301,Surgical Care Improvement Project Process of Care Measures,N/A
510030,Surgical Care Improvement Project Process of Care Measures,98
190019,Surgical Care Improvement Project Process of Care Measures,93
50235,Heart Failure Process of Care Measures,100
390086,Pneumonia Process of Care Measures,89
50279,Heart Attack or Chest Pain Process of Care Measures,0
461306,Pneumonia Process of Care Measures,86
140252,Surgical Care Improvement Project Process of Care Measures,82
240088,Pneumonia Process of Care Measures,97
360074,Pneumonia Process of Care Measures,98
190266,Surgical Care Improvement Project Process of Care Measures,89
140181,Heart Attack or Chest Pain Process of Care Measures,N/A
501337,Pneumonia Process of Care Measures,74
330306,Pneumonia Process of Care Measures,93
230015,Surgical Care Improvement Project Process of Care Measures,N/A
51321,Heart Attack or Chest Pain Process of Care Measures,N/A
370113,Surgical Care Improvement Project Process of Care Measures,98
440197,Pneumonia Process of Care Measures,97
360130,Heart Attack or Chest Pain Process of Care Measures,10
310051,Heart Attack or Chest Pain Process of Care Measures,80
371319,Heart Attack or Chest Pain Process of Care Measures,N/A
450270,Surgical Care Improvement Project Process of Care Measures,N/A
511314,Surgical Care Improvement Project Process of Care Measures,N/A
190118,Heart Attack or Chest Pain Process of Care Measures,100
521322,Pneumonia Process of Care Measures,56
390233,Pneumonia Process of Care Measures,96
521353,Pneumonia Process of Care Measures,97
520038,Surgical Care Improvement Project Process of Care Measures,94
450104,Surgical Care Improvement Project Process of Care Measures,96
131327,Pneumonia Process of Care Measures,100
390142,Pneumonia Process of Care Measures,92
371304,Surgical Care Improvement Project Process of Care Measures,N/A
10167,Surgical Care Improvement Project Process of Care Measures,94
141316,Surgical Care Improvement Project Process of Care Measures,N/A
450883,Pneumonia Process of Care Measures,100
190236,Pneumonia Process of Care Measures,94
151309,Pneumonia Process of Care Measures,100
340061,Surgical Care Improvement Project Process of Care Measures,95
110163,Heart Failure Process of Care Measures,96
450079,Pneumonia Process of Care Measures,100
450388,Pneumonia Process of Care Measures,96
100253,Heart Attack or Chest Pain Process of Care Measures,N/A
390265,Pneumonia Process of Care Measures,97
351334,Surgical Care Improvement Project Process of Care Measures,96
330037,Surgical Care Improvement Project Process of Care Measures,85
141347,Pneumonia Process of Care Measures,91
520038,Pneumonia Process of Care Measures,87
140304,Surgical Care Improvement Project Process of Care Measures,92
230222,Heart Attack or Chest Pain Process of Care Measures,N/A
230302,Surgical Care Improvement Project Process of Care Measures,73
111324,Surgical Care Improvement Project Process of Care Measures,N/A
351335,Heart Failure Process of Care Measures,100
51318,Surgical Care Improvement Project Process of Care Measures,N/A
450370,Heart Attack or Chest Pain Process of Care Measures,0
260142,Heart Attack or Chest Pain Process of Care Measures,12
241375,Pneumonia Process of Care Measures,N/A
240187,Pneumonia Process of Care Measures,96
271322,Pneumonia Process of Care Measures,100
50230,Surgical Care Improvement Project Process of Care Measures,100
220084,Heart Attack or Chest Pain Process of Care Measures,7
370015,Surgical Care Improvement Project Process of Care Measures,96
451320,Heart Attack or Chest Pain Process of Care Measures,N/A
520028,Surgical Care Improvement Project Process of Care Measures,86
50686,Heart Attack or Chest Pain Process of Care Measures,N/A
361312,Heart Attack or Chest Pain Process of Care Measures,N/A
50298,Pneumonia Process of Care Measures,100
100092,Pneumonia Process of Care Measures,88
190005,Surgical Care Improvement Project Process of Care Measures,88
50102,Surgical Care Improvement Project Process of Care Measures,97
380029,Heart Failure Process of Care Measures,100
140080,Surgical Care Improvement Project Process of Care Measures,95
140280,Surgical Care Improvement Project Process of Care Measures,94
100142,Heart Attack or Chest Pain Process of Care Measures,185
320074,Heart Attack or Chest Pain Process of Care Measures,100
110042,Heart Attack or Chest Pain Process of Care Measures,N/A
260102,Heart Attack or Chest Pain Process of Care Measures,N/A
50096,Heart Attack or Chest Pain Process of Care Measures,N/A
161310,Surgical Care Improvement Project Process of Care Measures,N/A
110186,Heart Attack or Chest Pain Process of Care Measures,28
140077,Surgical Care Improvement Project Process of Care Measures,98
230176,Heart Attack or Chest Pain Process of Care Measures,40
140059,Heart Attack or Chest Pain Process of Care Measures,95
151309,Heart Attack or Chest Pain Process of Care Measures,N/A
50590,Heart Attack or Chest Pain Process of Care Measures,N/A
320021,Pneumonia Process of Care Measures,98
201301,Pneumonia Process of Care Measures,91
510055,Pneumonia Process of Care Measures,98
261308,Pneumonia Process of Care Measures,90
351300,Surgical Care Improvement Project Process of Care Measures,N/A
110092,Surgical Care Improvement Project Process of Care Measures,100
450176,Surgical Care Improvement Project Process of Care Measures,91
340173,Heart Attack or Chest Pain Process of Care Measures,100
261309,Heart Attack or Chest Pain Process of Care Measures,N/A
280013,Heart Attack or Chest Pain Process of Care Measures,85
40007,Heart Attack or Chest Pain Process of Care Measures,N/A
300018,Heart Attack or Chest Pain Process of Care Measures,N/A
52003F,Surgical Care Improvement Project Process of Care Measures,93
501332,Heart Attack or Chest Pain Process of Care Measures,100
140002,Heart Failure Process of Care Measures,94
50342,Surgical Care Improvement Project Process of Care Measures,100
10099,Heart Attack or Chest Pain Process of Care Measures,96
360064,Pneumonia Process of Care Measures,86
190241,Surgical Care Improvement Project Process of Care Measures,99
390153,Heart Attack or Chest Pain Process of Care Measures,100
330028,Pneumonia Process of Care Measures,98
40027,Pneumonia Process of Care Measures,100
190060,Surgical Care Improvement Project Process of Care Measures,85
380071,Surgical Care Improvement Project Process of Care Measures,98
310086,Heart Attack or Chest Pain Process of Care Measures,N/A
241364,Heart Failure Process of Care Measures,100
531302,Pneumonia Process of Care Measures,96
360086,Pneumonia Process of Care Measures,95
340037,Surgical Care Improvement Project Process of Care Measures,89
360055,Surgical Care Improvement Project Process of Care Measures,85
230078,Surgical Care Improvement Project Process of Care Measures,100
440150,Surgical Care Improvement Project Process of Care Measures,100
441304,Heart Attack or Chest Pain Process of Care Measures,N/A
19043F,Heart Attack or Chest Pain Process of Care Measures,N/A
330181,Heart Attack or Chest Pain Process of Care Measures,100
390132,Heart Attack or Chest Pain Process of Care Measures,N/A
410001,Surgical Care Improvement Project Process of Care Measures,98
250151,Heart Attack or Chest Pain Process of Care Measures,N/A
180132,Surgical Care Improvement Project Process of Care Measures,97
191305,Surgical Care Improvement Project Process of Care Measures,N/A
220174,Heart Failure Process of Care Measures,92
361331,Surgical Care Improvement Project Process of Care Measures,100
260027,Heart Attack or Chest Pain Process of Care Measures,99
161307,Heart Failure Process of Care Measures,N/A
340032,Surgical Care Improvement Project Process of Care Measures,99
171337,Surgical Care Improvement Project Process of Care Measures,N/A
171306,Surgical Care Improvement Project Process of Care Measures,N/A
330306,Heart Attack or Chest Pain Process of Care Measures,100
310070,Heart Attack or Chest Pain Process of Care Measures,N/A
390164,Heart Attack or Chest Pain Process of Care Measures,100
100127,Heart Attack or Chest Pain Process of Care Measures,100
440029,Surgical Care Improvement Project Process of Care Measures,92
310113,Heart Attack or Chest Pain Process of Care Measures,89
500129,Heart Failure Process of Care Measures,99
50077,Heart Attack or Chest Pain Process of Care Measures,86
30115,Pneumonia Process of Care Measures,98
450894,Surgical Care Improvement Project Process of Care Measures,97
160057,Heart Attack or Chest Pain Process of Care Measures,98
500051,Heart Attack or Chest Pain Process of Care Measures,100
490053,Surgical Care Improvement Project Process of Care Measures,100
230024,Surgical Care Improvement Project Process of Care Measures,73
521351,Pneumonia Process of Care Measures,100
440184,Heart Attack or Chest Pain Process of Care Measures,N/A
241312,Heart Attack or Chest Pain Process of Care Measures,100
260162,Pneumonia Process of Care Measures,90
450033,Pneumonia Process of Care Measures,86
120011,Pneumonia Process of Care Measures,98
271336,Surgical Care Improvement Project Process of Care Measures,93
340061,Surgical Care Improvement Project Process of Care Measures,92
420102,Heart Attack or Chest Pain Process of Care Measures,N/A
360075,Heart Attack or Chest Pain Process of Care Measures,100
100189,Pneumonia Process of Care Measures,100
360058,Pneumonia Process of Care Measures,93
371311,Pneumonia Process of Care Measures,100
141337,Surgical Care Improvement Project Process of Care Measures,73
31303,Surgical Care Improvement Project Process of Care Measures,N/A
220015,Surgical Care Improvement Project Process of Care Measures,98
250069,Heart Attack or Chest Pain Process of Care Measures,100
110054,Heart Attack or Chest Pain Process of Care Measures,95
210006,Heart Attack or Chest Pain Process of Care Measures,95
250138,Pneumonia Process of Care Measures,98
360175,Pneumonia Process of Care Measures,96
381316,Pneumonia Process of Care Measures,97
330086,Surgical Care Improvement Project Process of Care Measures,68
190060,Surgical Care Improvement Project Process of Care Measures,80
10045,Surgical Care Improvement Project Process of Care Measures,100
271320,Surgical Care Improvement Project Process of Care Measures,N/A
140133,Pneumonia Process of Care Measures,94
161316,Pneumonia Process of Care Measures,89
390164,Pneumonia Process of Care Measures,100
261308,Heart Attack or Chest Pain Process of Care Measures,N/A
490033,Heart Attack or Chest Pain Process of Care Measures,N/A
100277,Heart Attack or Chest Pain Process of Care Measures,100
100191,Heart Attack or Chest Pain Process of Care Measures,100
100156,Surgical Care Improvement Project Process of Care Measures,94
43002F,Heart Attack or Chest Pain Process of Care Measures,N/A
140034,Heart Attack or Chest Pain Process of Care Measures,100
161345,Heart Failure Process of Care Measures,25
241312,Heart Failure Process of Care Measures,100
161330,Pneumonia Process of Care Measures,100
200020,Surgical Care Improvement Project Process of Care Measures,N/A
300034,Surgical Care Improvement Project Process of Care Measures,100
301305,Surgical Care Improvement Project Process of Care Measures,89
430095,Heart Attack or Chest Pain Process of Care Measures,7
51321,Heart Attack or Chest Pain Process of Care Measures,N/A
140040,Heart Attack or Chest Pain Process of Care Measures,96
180066,Heart Attack or Chest Pain Process of Care Measures,N/A
300005,Surgical Care Improvement Project Process of Care Measures,N/A
10049,Surgical Care Improvement Project Process of Care Measures,95
50663,Surgical Care Improvement Project Process of Care Measures,75
341320,Heart Attack or Chest Pain Process of Care Measures,46
100213,Surgical Care Improvement Project Process of Care Measures,98
50434,Surgical Care Improvement Project Process of Care Measures,0
361332,Surgical Care Improvement Project Process of Care Measures,91
280130,Heart Attack or Chest Pain Process of Care Measures,N/A
151331,Heart Attack or Chest Pain Process of Care Measures,N/A
140095,Pneumonia Process of Care Measures,100
141301,Pneumonia Process of Care Measures,97
180139,Heart Attack or Chest Pain Process of Care Measures,78
330194,Surgical Care Improvement Project Process of Care Measures,97
180051,Surgical Care Improvement Project Process of Care Measures,93
281335,Heart Attack or Chest Pain Process of Care Measures,N/A
310118,Heart Attack or Chest Pain Process of Care Measures,100
260078,Pneumonia Process of Care Measures,96
300001,Surgical Care Improvement Project Process of Care Measures,95
270014,Heart Attack or Chest Pain Process of Care Measures,99
220008,Heart Attack or Chest Pain Process of Care Measures,N/A
161303,Pneumonia Process of Care Measures,100
111327,Heart Attack or Chest Pain Process of Care Measures,N/A
190199,Heart Failure Process of Care Measures,N/A
310028,Pneumonia Process of Care Measures,100
210023,Surgical Care Improvement Project Process of Care Measures,N/A
271341,Surgical Care Improvement Project Process of Care Measures,N/A
450211,Heart Attack or Chest Pain Process of Care Measures,N/A
110165,Pneumonia Process of Care Measures,98
360241,Pneumonia Process of Care Measures,N/A
301303,Heart Attack or Chest Pain Process of Care Measures,98
41005F,Heart Attack or Chest Pain Process of Care Measures,N/A
70029,Heart Attack or Chest Pain Process of Care Measures,100
160040,Surgical Care Improvement Project Process of Care Measures,97
450188,Surgical Care Improvement Project Process of Care Measures,N/A
250134,Heart Attack or Chest Pain Process of Care Measures,N/A
450400,Heart Failure Process of Care Measures,95
50496,Heart Attack or Chest Pain Process of Care Measures,97
450033,Surgical Care Improvement Project Process of Care Measures,94
360210,Pneumonia Process of Care Measures,100
230230,Heart Attack or Chest Pain Process of Care Measures,67
38003F,Surgical Care Improvement Project Process of Care Measures,99
141315,Surgical Care Improvement Project Process of Care Measures,N/A
370093,Pneumonia Process of Care Measures,98
520044,Pneumonia Process of Care Measures,87
160147,Heart Attack or Chest Pain Process of Care Measures,100
450677,Heart Failure Process of Care Measures,100
330102,Surgical Care Improvement Project Process of Care Measures,N/A
490115,Surgical Care Improvement Project Process of Care Measures,98
170122,Heart Attack or Chest Pain Process of Care Measures,N/A
230279,Surgical Care Improvement Project Process of Care Measures,N/A
220060,Heart Attack or Chest Pain Process of Care Measures,94
141338,Heart Attack or Chest Pain Process of Care Measures,100
171341,Heart Attack or Chest Pain Process of Care Measures,100
50735,Surgical Care Improvement Project Process of Care Measures,89
371331,Pneumonia Process of Care Measures,88
61317,Pneumonia Process of Care Measures,86
521322,Heart Failure Process of Care Measures,N/A
431337,Surgical Care Improvement Project Process of Care Measures,N/A
510055,Pneumonia Process of Care Measures,95
180038,Surgical Care Improvement Project Process of Care Measures,92
260001,Heart Attack or Chest Pain Process of Care Measures,97
190246,Heart Attack or Chest Pain Process of Care Measures,N/A
50107,Surgical Care Improvement Project Process of Care Measures,93
30122,Heart Attack or Chest Pain Process of Care Measures,N/A
150163,Surgical Care Improvement Project Process of Care Measures,75
40091,Surgical Care Improvement Project Process of Care Measures,N/A
270017,Heart Attack or Chest Pain Process of Care Measures,11
260061,Heart Failure Process of Care Measures,73
420049,Surgical Care Improvement Project Process of Care Measures,98
470012,Surgical Care Improvement Project Process of Care Measures,98
250017,Pneumonia Process of Care Measures,91
400044,Surgical Care Improvement Project Process of Care Measures,74
140077,Surgical Care Improvement Project Process of Care Measures,100
250025,Surgical Care Improvement Project Process of Care Measures,89
520109,Heart Attack or Chest Pain Process of Care Measures,33
490067,Surgical Care Improvement Project Process of Care Measures,94
181303,Heart Attack or Chest Pain Process of Care Measures,N/A
500079,Surgical Care Improvement Project Process of Care Measures,95
330259,Pneumonia Process of Care Measures,94
370006,Surgical Care Improvement Project Process of Care Measures,96
370057,Heart Attack or Chest Pain Process of Care Measures,87
100209,Pneumonia Process of Care Measures,99
520035,Surgical Care Improvement Project Process of Care Measures,99
660001,Heart Failure Process of Care Measures,N/A
240080,Surgical Care Improvement Project Process of Care Measures,95
330241,Pneumonia Process of Care Measures,84
250095,Pneumonia Process of Care Measures,74
431324,Surgical Care Improvement Project Process of Care Measures,N/A
90011,Pneumonia Process of Care Measures,98
440152,Surgical Care Improvement Project Process of Care Measures,73
521314,Pneumonia Process of Care Measures,100
500050,Heart Attack or Chest Pain Process of Care Measures,99
511304,Heart Failure Process of Care Measures,N/A
110054,Surgical Care Improvement Project Process of Care Measures,N/A
460030,Surgical Care Improvement Project Process of Care Measures,N/A
90008,Heart Attack or Chest Pain Process of Care Measures,100
40137,Heart Attack or Chest Pain Process of Care Measures,44
370036,Surgical Care Improvement Project Process of Care Measures,N/A
450144,Pneumonia Process of Care Measures,38
370057,Surgical Care Improvement Project Process of Care Measures,100
390223,Surgical Care Improvement Project Process of Care Measures,86
420064,Heart Attack or Chest Pain Process of Care Measures,13
110190,Heart Failure Process of Care Measures,69
41308,Surgical Care Improvement Project Process of Care Measures,N/A
230085,Heart Attack or Chest Pain Process of Care Measures,N/A
171357,Surgical Care Improvement Project Process of Care Measures,N/A
360046,Surgical Care Improvement Project Process of Care Measures,96
420056,Heart Failure Process of Care Measures,100
191321,Pneumonia Process of Care Measures,84
330219,Pneumonia Process of Care Measures,95
50014,Heart Attack or Chest Pain Process of Care Measures,N/A
450447,Heart Attack or Chest Pain Process of Care Measures,N/A
241354,Surgical Care Improvement Project Process of Care Measures,67
10006,Heart Attack or Chest Pain Process of Care Measures,99
450379,Surgical Care Improvement Project Process of Care Measures,98
140001,Pneumonia Process of Care Measures,96
251319,Surgical Care Improvement Project Process of Care Measures,N/A
170142,Pneumonia Process of Care Measures,96
440173,Surgical Care Improvement Project Process of Care Measures,93
310047,Surgical Care Improvement Project Process of Care Measures,97
450135,Heart Failure Process of Care Measures,100
210029,Heart Attack or Chest Pain Process of Care Measures,100
120014,Heart Attack or Chest Pain Process of Care Measures,40
50150,Surgical Care Improvement Project Process of Care Measures,94
360082,Pneumonia Process of Care Measures,99
250151,Heart Attack or Chest Pain Process of Care Measures,N/A
371310,Surgical Care Improvement Project Process of Care Measures,N/A
330028,Surgical Care Improvement Project Process of Care Measures,98
241364,Pneumonia Process of Care Measures,96
140091,Heart Attack or Chest Pain Process of Care Measures,89
111325,Surgical Care Improvement Project Process of Care Measures,N/A
34013F,Surgical Care Improvement Project Process of Care Measures,N/A
30084,Heart Attack or Chest Pain Process of Care Measures,100
450358,Heart Attack or Chest Pain Process of Care Measures,100
161339,Heart Attack or Chest Pain Process of Care Measures,100
260195,Heart Attack or Chest Pain Process of Care Measures,100
140158,Heart Attack or Chest Pain Process of Care Measures,N/A
210023,Surgical Care Improvement Project Process of Care Measures,91
360009,Surgical Care Improvement Project Process of Care Measures,91
370099,Heart Attack or Chest Pain Process of Care Measures,N/A
460058,Surgical Care Improvement Project Process of Care Measures,80
340183,Heart Attack or Chest Pain Process of Care Measures,100
450352,Heart Failure Process of Care Measures,91
240069,Surgical Care Improvement Project Process of Care Measures,99
490018,Surgical Care Improvement Project Process of Care Measures,99
190046,Surgical Care Improvement Project Process of Care Measures,96
161377,Surgical Care Improvement Project Process of Care Measures,100
50102,Pneumonia Process of Care Measures,59
100073,Pneumonia Process of Care Measures,96
220098,Heart Failure Process of Care Measures,100
281344,Pneumonia Process of Care Measures,100
190177,Heart Attack or Chest Pain Process of Care Measures,N/A
390184,Heart Attack or Chest Pain Process of Care Measures,81
360144,Heart Failure Process of Care Measures,100
390006,Surgical Care Improvement Project Process of Care Measures,99
10027,Heart Attack or Chest Pain Process of Care Measures,N/A
100035,Surgical Care Improvement Project Process of Care Measures,82
10051,Surgical Care Improvement Project Process of Care Measures,N/A
50378,Pneumonia Process of Care Measures,91
140095,Surgical Care Improvement Project Process of Care Measures,88
360066,Surgical Care Improvement Project Process of Care Measures,96
230104,Pneumonia Process of Care Measures,98
201302,Heart Attack or Chest Pain Process of Care Measures,100
40003F,Surgical Care Improvement Project Process of Care Measures,95
370026,Surgical Care Improvement Project Process of Care Measures,100
110184,Heart Attack or Chest Pain Process of Care Measures,93
371311,Surgical Care Improvement Project Process of Care Measures,N/A
390270,Pneumonia Process of Care Measures,90
371323,Heart Attack or Chest Pain Process of Care Measures,50
310016,Heart Attack or Chest Pain Process of Care Measures,100
151329,Heart Attack or Chest Pain Process of Care Measures,N/A
150021,Surgical Care Improvement Project Process of Care Measures,100
30074,Surgical Care Improvement Project Process of Care Measures,N/A
240211,Surgical Care Improvement Project Process of Care Measures,N/A
390093,Surgical Care Improvement Project Process of Care Measures,98
451321,Heart Attack or Chest Pain Process of Care Measures,N/A
670034,Heart Attack or Chest Pain Process of Care Measures,N/A
330103,Heart Attack or Chest Pain Process of Care Measures,100
230040,Surgical Care Improvement Project Process of Care Measures,88
310064,Heart Attack or Chest Pain Process of Care Measures,N/A
230297,Heart Attack or Chest Pain Process of Care Measures,N/A
200039,Surgical Care Improvement Project Process of Care Measures,N/A
50045,Surgical Care Improvement Project Process of Care Measures,99
340008,Surgical Care Improvement Project Process of Care Measures,98
320002,Pneumonia Process of Care Measures,89
221302,Heart Attack or Chest Pain Process of Care Measures,N/A
161350,Heart Attack or Chest Pain Process of Care Measures,N/A
50300,Surgical Care Improvement Project Process of Care Measures,97
440218,Surgical Care Improvement Project Process of Care Measures,N/A
340055,Surgical Care Improvement Project Process of Care Measures,96
330224,Surgical Care Improvement Project Process of Care Measures,88
501337,Surgical Care Improvement Project Process of Care Measures,94
330404,Surgical Care Improvement Project Process of Care Measures,N/A
341313,Pneumonia Process of Care Measures,85
340114,Surgical Care Improvement Project Process of Care Measures,94
450875,Pneumonia Process of Care Measures,N/A
330215,Pneumonia Process of Care Measures,94
50204,Heart Attack or Chest Pain Process of Care Measures,22
230022,Pneumonia Process of Care Measures,98
490116,Heart Attack or Chest Pain Process of Care Measures,N/A
450647,Surgical Care Improvement Project Process of Care Measures,92
490117,Heart Attack or Chest Pain Process of Care Measures,100
490089,Pneumonia Process of Care Measures,100
40088,Surgical Care Improvement Project Process of Care Measures,100
171371,Surgical Care Improvement Project Process of Care Measures,N/A
461303,Heart Attack or Chest Pain Process of Care Measures,8
360098,Heart Failure Process of Care Measures,91
190013,Heart Attack or Chest Pain Process of Care Measures,12
100240,Surgical Care Improvement Project Process of Care Measures,N/A
260074,Pneumonia Process of Care Measures,98
190261,Pneumonia Process of Care Measures,N/A
531312,Surgical Care Improvement Project Process of Care Measures,86
450292,Surgical Care Improvement Project Process of Care Measures,96
50531,Heart Attack or Chest Pain Process of Care Measures,N/A
281320,Pneumonia Process of Care Measures,100
531315,Pneumonia Process of Care Measures,100
330201,Heart Attack or Chest Pain Process of Care Measures,100
310040,Pneumonia Process of Care Measures,100
450878,Surgical Care Improvement Project Process of Care Measures,92
450241,Heart Attack or Chest Pain Process of Care Measures,50
390108,Pneumonia Process of Care Measures,90
181306,Heart Attack or Chest Pain Process of Care Measures,100
181311,Pneumonia Process of Care Measures,100
170001,Heart Attack or Chest Pain Process of Care Measures,N/A
331314,Pneumonia Process of Care Measures,86
390071,Surgical Care Improvement Project Process of Care Measures,100
50329,Heart Attack or Chest Pain Process of Care Measures,N/A
450056,Surgical Care Improvement Project Process of Care Measures,86
110101,Pneumonia Process of Care Measures,80
230047,Heart Attack or Chest Pain Process of Care Measures,100
351334,Heart Failure Process of Care Measures,100
450620,Surgical Care Improvement Project Process of Care Measures,100
330261,Heart Attack or Chest Pain Process of Care Measures,N/A
360192,Surgical Care Improvement Project Process of Care Measures,100
40016,Surgical Care Improvement Project Process of Care Measures,96
60003,Heart Attack or Chest Pain Process of Care Measures,100
110183,Surgical Care Improvement Project Process of Care Measures,100
110107,Heart Attack or Chest Pain Process of Care Measures,N/A
281322,Pneumonia Process of Care Measures,95
390316,Surgical Care Improvement Project Process of Care Measures,99
370034,Heart Attack or Chest Pain Process of Care Measures,100
180045,Pneumonia Process of Care Measures,97
340010,Surgical Care Improvement Project Process of Care Measures,98
440029,Surgical Care Improvement Project Process of Care Measures,96
430090,Surgical Care Improvement Project Process of Care Measures,100
50397,Pneumonia Process of Care Measures,97
230130,Heart Attack or Chest Pain Process of Care Measures,97
380037,Pneumonia Process of Care Measures,100
320065,Heart Attack or Chest Pain Process of Care Measures,N/A
110071,Heart Attack or Chest Pain Process of Care Measures,100
251303,Heart Attack or Chest Pain Process of Care Measures,N/A
241306,Surgical Care Improvement Project Process of Care Measures,N/A
301306,Heart Attack or Chest Pain Process of Care Measures,N/A
450713,Heart Attack or Chest Pain Process of Care Measures,100
360350,Heart Attack or Chest Pain Process of Care Measures,N/A
200024,Surgical Care Improvement Project Process of Care Measures,98
