Provider Number,Condition,Score
80003,Surgical Care Improvement Project Process of Care Measures,85
360137,Heart Failure Process of Care Measures,93
440051,Heart Attack or Chest Pain Process of Care Measures,N/A
60103,Heart Attack or Chest Pain Process of Care Measures,0
420073,Heart Attack or Chest Pain Process of Care Measures,100
460010,Surgical Care Improvement Project Process of Care Measures,84
440192,Heart Failure Process of Care Measures,100
41331,Surgical Care Improvement Project Process of Care Measures,N/A
220083,Pneumonia Process of Care Measures,95
470011,Surgical Care Improvement Project Process of Care Measures,95
310010,Heart Attack or Chest Pain Process of Care Measures,167
440030,Surgical Care Improvement Project Process of Care Measures,100
210048,Surgical Care Improvement Project Process of Care Measures,91
51329,Surgical Care Improvement Project Process of Care Measures,N/A
150154,Pneumonia Process of Care Measures,100
50026,Surgical Care Improvement Project Process of Care Measures,91
530008,Heart Attack or Chest Pain Process of Care Measures,N/A
50537,Heart Attack or Chest Pain Process of Care Measures,67
51317,Surgical Care Improvement Project Process of Care Measures,86
230070,Surgical Care Improvement Project Process of Care Measures,70
500044,Heart Attack or Chest Pain Process of Care Measures,100
281322,Surgical Care Improvement Project Process of Care Measures,97
450730,Surgical Care Improvement Project Process of Care Measures,96
250067,Surgical Care Improvement Project Process of Care Measures,100
510062,Surgical Care Improvement Project Process of Care Measures,90
50139,Heart Attack or Chest Pain Process of Care Measures,99
110001,Surgical Care Improvement Project Process of Care Measures,100
100234,Surgical Care Improvement Project Process of Care Measures,100
141337,Heart Attack or Chest Pain Process of Care Measures,N/A
340160,Heart Failure Process of Care Measures,70
330396,Heart Failure Process of Care Measures,100
450023,Surgical Care Improvement Project Process of Care Measures,98
30108,Surgical Care Improvement Project Process of Care Measures,N/A
330003,Heart Attack or Chest Pain Process of Care Measures,N/A
390183,Surgical Care Improvement Project Process of Care Measures,N/A
450130,Pneumonia Process of Care Measures,97
250027,Surgical Care Improvement Project Process of Care Measures,N/A
231307,Pneumonia Process of Care Measures,N/A
440193,Pneumonia Process of Care Measures,97
281307,Pneumonia Process of Care Measures,97
500072,Surgical Care Improvement Project Process of Care Measures,87
50191,Heart Failure Process of Care Measures,100
50324,Surgical Care Improvement Project Process of Care Measures,97
170183,Pneumonia Process of Care Measures,N/A
150149,Pneumonia Process of Care Measures,N/A
150051,Heart Attack or Chest Pain Process of Care Measures,95
491302,Surgical Care Improvement Project Process of Care Measures,N/A
50748,Heart Failure Process of Care Measures,100
161327,Surgical Care Improvement Project Process of Care Measures,100
341322,Surgical Care Improvement Project Process of Care Measures,98
160112,Surgical Care Improvement Project Process of Care Measures,100
270057,Heart Attack or Chest Pain Process of Care Measures,100
420039,Heart Attack or Chest Pain Process of Care Measures,88
220001,Heart Attack or Chest Pain Process of Care Measures,57
390160,Pneumonia Process of Care Measures,69
40020,Surgical Care Improvement Project Process of Care Measures,92
30078,Heart Attack or Chest Pain Process of Care Measures,N/A
101307,Heart Attack or Chest Pain Process of Care Measures,N/A
130063,Heart Attack or Chest Pain Process of Care Measures,N/A
140007,Heart Attack or Chest Pain Process of Care Measures,99
05027F,Pneumonia Process of Care Measures,81
161379,Heart Attack or Chest Pain Process of Care Measures,100
230130,Surgical Care Improvement Project Process of Care Measures,97
370018,Surgical Care Improvement Project Process of Care Measures,61
410006,Surgical Care Improvement Project Process of Care Measures,92
330182,Heart Attack or Chest Pain Process of Care Measures,N/A
50189,Surgical Care Improvement Project Process of Care Measures,88
340014,Surgical Care Improvement Project Process of Care Measures,100
241377,Surgical Care Improvement Project Process of Care Measures,84
190176,Heart Attack or Chest Pain Process of Care Measures,98
141330,Heart Attack or Chest Pain Process of Care Measures,N/A
50329,Pneumonia Process of Care Measures,97
190144,Surgical Care Improvement Project Process of Care Measures,100
390028,Surgical Care Improvement Project Process of Care Measures,95
360259,Heart Attack or Chest Pain Process of Care Measures,70
01014F,Pneumonia Process of Care Measures,97
171380,Surgical Care Improvement Project Process of Care Measures,N/A
50084,Pneumonia Process of Care Measures,95
261320,Pneumonia Process of Care Measures,100
160008,Heart Attack or Chest Pain Process of Care Measures,N/A
310061,Surgical Care Improvement Project Process of Care Measures,97
140242,Heart Attack or Chest Pain Process of Care Measures,N/A
240019,Pneumonia Process of Care Measures,N/A
120006,Heart Attack or Chest Pain Process of Care Measures,100
240044,Pneumonia Process of Care Measures,99
190278,Pneumonia Process of Care Measures,N/A
191316,Surgical Care Improvement Project Process of Care Measures,N/A
520160,Heart Attack or Chest Pain Process of Care Measures,5
520009,Heart Attack or Chest Pain Process of Care Measures,100
261326,Surgical Care Improvement Project Process of Care Measures,100
171357,Heart Attack or Chest Pain Process of Care Measures,100
390178,Heart Attack or Chest Pain Process of Care Measures,100
180036,Pneumonia Process of Care Measures,96
511312,Pneumonia Process of Care Measures,75
281318,Heart Attack or Chest Pain Process of Care Measures,N/A
180103,Heart Attack or Chest Pain Process of Care Measures,100
390071,Pneumonia Process of Care Measures,100
44018F,Heart Attack or Chest Pain Process of Care Measures,100
491305,Heart Attack or Chest Pain Process of Care Measures,N/A
281356,Heart Attack or Chest Pain Process of Care Measures,N/A
50008,Surgical Care Improvement Project Process of Care Measures,78
110164,Pneumonia Process of Care Measures,100
350063,Surgical Care Improvement Project Process of Care Measures,100
330067,Heart Attack or Chest Pain Process of Care Measures,16
531311,Heart Failure Process of Care Measures,N/A
420083,Surgical Care Improvement Project Process of Care Measures,90
60096,Heart Failure Process of Care Measures,100
181331,Heart Attack or Chest Pain Process of Care Measures,N/A
380037,Heart Attack or Chest Pain Process of Care Measures,N/A
180019,Surgical Care Improvement Project Process of Care Measures,100
390070,Heart Attack or Chest Pain Process of Care Measures,60
250138,Surgical Care Improvement Project Process of Care Measures,98
360016,Heart Attack or Chest Pain Process of Care Measures,N/A
390062,Heart Attack or Chest Pain Process of Care Measures,100
100289,Surgical Care Improvement Project Process of Care Measures,100
420023,Heart Attack or Chest Pain Process of Care Measures,N/A
50570,Pneumonia Process of Care Measures,96
500014,Heart Failure Process of Care Measures,88
341313,Heart Failure Process of Care Measures,N/A
670047,Surgical Care Improvement Project Process of Care Measures,71
490136,Surgical Care Improvement Project Process of Care Measures,98
251324,Heart Attack or Chest Pain Process of Care Measures,N/A
220095,Surgical Care Improvement Project Process of Care Measures,98
100053,Heart Attack or Chest Pain Process of Care Measures,100
420039,Heart Failure Process of Care Measures,100
360025,Heart Failure Process of Care Measures,98
39005F,Surgical Care Improvement Project Process of Care Measures,100
100211,Surgical Care Improvement Project Process of Care Measures,99
470005,Heart Failure Process of Care Measures,83
160005,Surgical Care Improvement Project Process of Care Measures,96
40071,Heart Failure Process of Care Measures,100
340015,Pneumonia Process of Care Measures,100
290001,Heart Attack or Chest Pain Process of Care Measures,0
241336,Pneumonia Process of Care Measures,14
161318,Heart Attack or Chest Pain Process of Care Measures,N/A
161368,Heart Failure Process of Care Measures,71
471306,Pneumonia Process of Care Measures,100
360259,Heart Failure Process of Care Measures,100
150024,Heart Attack or Chest Pain Process of Care Measures,N/A
450651,Heart Attack or Chest Pain Process of Care Measures,100
70011,Surgical Care Improvement Project Process of Care Measures,96
450460,Surgical Care Improvement Project Process of Care Measures,N/A
310029,Pneumonia Process of Care Measures,99
340061,Surgical Care Improvement Project Process of Care Measures,96
50139,Surgical Care Improvement Project Process of Care Measures,96
231305,Surgical Care Improvement Project Process of Care Measures,N/A
330213,Surgical Care Improvement Project Process of Care Measures,97
390086,Surgical Care Improvement Project Process of Care Measures,94
281363,Pneumonia Process of Care Measures,100
450747,Heart Attack or Chest Pain Process of Care Measures,90
151332,Surgical Care Improvement Project Process of Care Measures,59
31305,Surgical Care Improvement Project Process of Care Measures,N/A
340038,Heart Attack or Chest Pain Process of Care Measures,N/A
50376,Surgical Care Improvement Project Process of Care Measures,87
10029,Heart Attack or Chest Pain Process of Care Measures,N/A
340144,Surgical Care Improvement Project Process of Care Measures,100
50112,Heart Attack or Chest Pain Process of Care Measures,N/A
50196,Pneumonia Process of Care Measures,90
110051,Surgical Care Improvement Project Process of Care Measures,100
490120,Surgical Care Improvement Project Process of Care Measures,96
140231,Surgical Care Improvement Project Process of Care Measures,97
190034,Heart Attack or Chest Pain Process of Care Measures,90
460052,Heart Attack or Chest Pain Process of Care Measures,100
450104,Pneumonia Process of Care Measures,98
170027,Heart Failure Process of Care Measures,100
441313,Heart Attack or Chest Pain Process of Care Measures,N/A
281314,Pneumonia Process of Care Measures,92
10022,Pneumonia Process of Care Measures,94
240044,Surgical Care Improvement Project Process of Care Measures,N/A
140202,Surgical Care Improvement Project Process of Care Measures,98
181316,Pneumonia Process of Care Measures,88
261307,Heart Failure Process of Care Measures,N/A
390118,Heart Failure Process of Care Measures,80
210051,Surgical Care Improvement Project Process of Care Measures,100
260022,Heart Attack or Chest Pain Process of Care Measures,3
110186,Heart Attack or Chest Pain Process of Care Measures,N/A
10137,Surgical Care Improvement Project Process of Care Measures,60
361316,Surgical Care Improvement Project Process of Care Measures,99
11302,Heart Attack or Chest Pain Process of Care Measures,N/A
160047,Pneumonia Process of Care Measures,93
41300,Heart Failure Process of Care Measures,50
450037,Heart Failure Process of Care Measures,100
230269,Surgical Care Improvement Project Process of Care Measures,93
450137,Surgical Care Improvement Project Process of Care Measures,91
501338,Heart Attack or Chest Pain Process of Care Measures,N/A
450283,Surgical Care Improvement Project Process of Care Measures,N/A
230108,Surgical Care Improvement Project Process of Care Measures,N/A
281338,Surgical Care Improvement Project Process of Care Measures,N/A
30128,Surgical Care Improvement Project Process of Care Measures,93
490018,Surgical Care Improvement Project Process of Care Measures,98
280023,Surgical Care Improvement Project Process of Care Measures,99
210048,Heart Attack or Chest Pain Process of Care Measures,99
141327,Pneumonia Process of Care Measures,95
340184,Pneumonia Process of Care Measures,92
330126,Pneumonia Process of Care Measures,96
460011,Pneumonia Process of Care Measures,89
370233,Heart Failure Process of Care Measures,N/A
140032,Surgical Care Improvement Project Process of Care Measures,N/A
490011,Pneumonia Process of Care Measures,100
50618,Surgical Care Improvement Project Process of Care Measures,75
420051,Surgical Care Improvement Project Process of Care Measures,89
450176,Heart Attack or Chest Pain Process of Care Measures,N/A
440006,Surgical Care Improvement Project Process of Care Measures,99
450370,Heart Attack or Chest Pain Process of Care Measures,N/A
140191,Surgical Care Improvement Project Process of Care Measures,100
241327,Heart Attack or Chest Pain Process of Care Measures,N/A
30073,Surgical Care Improvement Project Process of Care Measures,100
320069,Pneumonia Process of Care Measures,94
230259,Heart Failure Process of Care Measures,92
130006,Surgical Care Improvement Project Process of Care Measures,97
100014,Pneumonia Process of Care Measures,91
161336,Heart Failure Process of Care Measures,N/A
360066,Pneumonia Process of Care Measures,96
440130,Pneumonia Process of Care Measures,100
30122,Pneumonia Process of Care Measures,95
50528,Surgical Care Improvement Project Process of Care Measures,100
50226,Heart Attack or Chest Pain Process of Care Measures,97
241337,Heart Failure Process of Care Measures,N/A
100167,Pneumonia Process of Care Measures,100
100200,Pneumonia Process of Care Measures,98
330403,Surgical Care Improvement Project Process of Care Measures,N/A
330033,Surgical Care Improvement Project Process of Care Measures,91
431329,Surgical Care Improvement Project Process of Care Measures,100
100242,Pneumonia Process of Care Measures,99
50746,Heart Attack or Chest Pain Process of Care Measures,99
110092,Heart Attack or Chest Pain Process of Care Measures,21
370222,Heart Attack or Chest Pain Process of Care Measures,N/A
210006,Heart Attack or Chest Pain Process of Care Measures,95
141342,Surgical Care Improvement Project Process of Care Measures,100
390110,Surgical Care Improvement Project Process of Care Measures,95
340039,Surgical Care Improvement Project Process of Care Measures,96
150166,Heart Attack or Chest Pain Process of Care Measures,N/A
111327,Pneumonia Process of Care Measures,100
440159,Pneumonia Process of Care Measures,97
450078,Heart Failure Process of Care Measures,75
490042,Heart Attack or Chest Pain Process of Care Measures,100
170049,Heart Failure Process of Care Measures,100
150058,Pneumonia Process of Care Measures,98
330153,Heart Attack or Chest Pain Process of Care Measures,N/A
360027,Heart Attack or Chest Pain Process of Care Measures,N/A
260004,Pneumonia Process of Care Measures,96
360234,Heart Attack or Chest Pain Process of Care Measures,100
360271,Surgical Care Improvement Project Process of Care Measures,N/A
250020,Surgical Care Improvement Project Process of Care Measures,N/A
241333,Heart Attack or Chest Pain Process of Care Measures,N/A
220177,Pneumonia Process of Care Measures,100
351309,Surgical Care Improvement Project Process of Care Measures,N/A
490001,Surgical Care Improvement Project Process of Care Measures,85
360064,Heart Attack or Chest Pain Process of Care Measures,95
320074,Surgical Care Improvement Project Process of Care Measures,100
260211,Heart Attack or Chest Pain Process of Care Measures,N/A
370138,Heart Attack or Chest Pain Process of Care Measures,N/A
390067,Heart Failure Process of Care Measures,89
390095,Surgical Care Improvement Project Process of Care Measures,94
140286,Surgical Care Improvement Project Process of Care Measures,96
310048,Pneumonia Process of Care Measures,93
521324,Heart Attack or Chest Pain Process of Care Measures,30
450578,Heart Attack or Chest Pain Process of Care Measures,81
160104,Pneumonia Process of Care Measures,99
330193,Surgical Care Improvement Project Process of Care Measures,96
30114,Surgical Care Improvement Project Process of Care Measures,100
520041,Heart Attack or Chest Pain Process of Care Measures,42
50561,Surgical Care Improvement Project Process of Care Measures,100
521347,Surgical Care Improvement Project Process of Care Measures,N/A
451350,Surgical Care Improvement Project Process of Care Measures,100
10036,Surgical Care Improvement Project Process of Care Measures,100
511314,Heart Attack or Chest Pain Process of Care Measures,N/A
271322,Pneumonia Process of Care Measures,56
190218,Heart Attack or Chest Pain Process of Care Measures,139
10043,Heart Attack or Chest Pain Process of Care Measures,N/A
50561,Heart Attack or Chest Pain Process of Care Measures,99
140089,Pneumonia Process of Care Measures,93
290021,Surgical Care Improvement Project Process of Care Measures,50
230227,Surgical Care Improvement Project Process of Care Measures,68
70012,Surgical Care Improvement Project Process of Care Measures,89
200031,Surgical Care Improvement Project Process of Care Measures,97
261305,Pneumonia Process of Care Measures,71
230156,Heart Failure Process of Care Measures,94
120011,Surgical Care Improvement Project Process of Care Measures,99
170094,Heart Attack or Chest Pain Process of Care Measures,N/A
10066,Heart Attack or Chest Pain Process of Care Measures,N/A
450283,Surgical Care Improvement Project Process of Care Measures,N/A
50435,Heart Attack or Chest Pain Process of Care Measures,N/A
70011,Heart Attack or Chest Pain Process of Care Measures,N/A
310052,Heart Attack or Chest Pain Process of Care Measures,90
340158,Heart Attack or Chest Pain Process of Care Measures,100
450389,Heart Attack or Chest Pain Process of Care Measures,90
100088,Pneumonia Process of Care Measures,100
340097,Surgical Care Improvement Project Process of Care Measures,99
220051,Surgical Care Improvement Project Process of Care Measures,91
61303,Heart Attack or Chest Pain Process of Care Measures,100
60124,Heart Attack or Chest Pain Process of Care Measures,N/A
50072,Heart Attack or Chest Pain Process of Care Measures,100
220020,Surgical Care Improvement Project Process of Care Measures,94
240050,Surgical Care Improvement Project Process of Care Measures,N/A
521348,Heart Failure Process of Care Measures,93
330045,Surgical Care Improvement Project Process of Care Measures,99
240044,Surgical Care Improvement Project Process of Care Measures,92
100275,Heart Attack or Chest Pain Process of Care Measures,N/A
510053,Surgical Care Improvement Project Process of Care Measures,92
490041,Heart Attack or Chest Pain Process of Care Measures,N/A
100052,Heart Failure Process of Care Measures,92
520087,Surgical Care Improvement Project Process of Care Measures,96
340001,Heart Attack or Chest Pain Process of Care Measures,99
10089,Heart Attack or Chest Pain Process of Care Measures,239
330157,Pneumonia Process of Care Measures,96
520116,Surgical Care Improvement Project Process of Care Measures,98
340166,Heart Attack or Chest Pain Process of Care Measures,100
130028,Pneumonia Process of Care Measures,98
490111,Surgical Care Improvement Project Process of Care Measures,N/A
290008,Heart Attack or Chest Pain Process of Care Measures,93
440104,Surgical Care Improvement Project Process of Care Measures,94
50534,Surgical Care Improvement Project Process of Care Measures,85
180105,Pneumonia Process of Care Measures,77
181311,Heart Attack or Chest Pain Process of Care Measures,100
381307,Pneumonia Process of Care Measures,N/A
100217,Heart Attack or Chest Pain Process of Care Measures,100
100077,Surgical Care Improvement Project Process of Care Measures,98
330279,Pneumonia Process of Care Measures,90
150026,Heart Attack or Chest Pain Process of Care Measures,5
360218,Surgical Care Improvement Project Process of Care Measures,90
420062,Heart Attack or Chest Pain Process of Care Measures,239
521310,Heart Failure Process of Care Measures,97
340159,Heart Attack or Chest Pain Process of Care Measures,7
510033,Heart Attack or Chest Pain Process of Care Measures,92
210060,Heart Failure Process of Care Measures,100
460058,Heart Failure Process of Care Measures,N/A
14008F,Surgical Care Improvement Project Process of Care Measures,N/A
250050,Surgical Care Improvement Project Process of Care Measures,85
10054,Pneumonia Process of Care Measures,91
110107,Surgical Care Improvement Project Process of Care Measures,86
130063,Surgical Care Improvement Project Process of Care Measures,100
321306,Heart Attack or Chest Pain Process of Care Measures,N/A
360247,Surgical Care Improvement Project Process of Care Measures,N/A
290046,Heart Attack or Chest Pain Process of Care Measures,99
490084,Pneumonia Process of Care Measures,100
05130F,Heart Failure Process of Care Measures,100
460049,Heart Attack or Chest Pain Process of Care Measures,N/A
240084,Heart Attack or Chest Pain Process of Care Measures,10
161322,Heart Attack or Chest Pain Process of Care Measures,N/A
170009,Heart Attack or Chest Pain Process of Care Measures,N/A
190145,Heart Attack or Chest Pain Process of Care Measures,N/A
351316,Pneumonia Process of Care Measures,93
161369,Heart Failure Process of Care Measures,N/A
241364,Pneumonia Process of Care Measures,100
280003,Surgical Care Improvement Project Process of Care Measures,100
351301,Surgical Care Improvement Project Process of Care Measures,N/A
380017,Heart Failure Process of Care Measures,100
210025,Heart Attack or Chest Pain Process of Care Measures,N/A
281365,Surgical Care Improvement Project Process of Care Measures,N/A
490105,Surgical Care Improvement Project Process of Care Measures,N/A
500108,Pneumonia Process of Care Measures,96
20027,Heart Failure Process of Care Measures,88
360358,Surgical Care Improvement Project Process of Care Measures,N/A
450231,Surgical Care Improvement Project Process of Care Measures,96
110031,Surgical Care Improvement Project Process of Care Measures,98
440141,Pneumonia Process of Care Measures,100
51318,Heart Attack or Chest Pain Process of Care Measures,100
50127,Surgical Care Improvement Project Process of Care Measures,98
390013,Surgical Care Improvement Project Process of Care Measures,93
451322,Heart Attack or Chest Pain Process of Care Measures,N/A
460019,Heart Attack or Chest Pain Process of Care Measures,N/A
280013,Pneumonia Process of Care Measures,81
370028,Pneumonia Process of Care Measures,99
320014,Heart Attack or Chest Pain Process of Care Measures,N/A
50158,Heart Attack or Chest Pain Process of Care Measures,100
10054,Pneumonia Process of Care Measures,100
370149,Heart Failure Process of Care Measures,100
281365,Pneumonia Process of Care Measures,82
170198,Heart Attack or Chest Pain Process of Care Measures,N/A
330090,Heart Attack or Chest Pain Process of Care Measures,99
250104,Pneumonia Process of Care Measures,96
530008,Pneumonia Process of Care Measures,94
490090,Surgical Care Improvement Project Process of Care Measures,50
340017,Surgical Care Improvement Project Process of Care Measures,91
170146,Pneumonia Process of Care Measures,100
261327,Pneumonia Process of Care Measures,100
19048F,Surgical Care Improvement Project Process of Care Measures,N/A
450024,Surgical Care Improvement Project Process of Care Measures,97
450604,Heart Attack or Chest Pain Process of Care Measures,N/A
510018,Heart Attack or Chest Pain Process of Care Measures,N/A
440125,Heart Attack or Chest Pain Process of Care Measures,100
450119,Heart Attack or Chest Pain Process of Care Measures,98
10009F,Heart Failure Process of Care Measures,96
230099,Pneumonia Process of Care Measures,99
171378,Surgical Care Improvement Project Process of Care Measures,100
300034,Heart Attack or Chest Pain Process of Care Measures,N/A
330037,Surgical Care Improvement Project Process of Care Measures,98
100248,Surgical Care Improvement Project Process of Care Measures,100
171379,Surgical Care Improvement Project Process of Care Measures,N/A
341325,Heart Attack or Chest Pain Process of Care Measures,60
200002,Heart Attack or Chest Pain Process of Care Measures,N/A
140276,Pneumonia Process of Care Measures,91
150128,Surgical Care Improvement Project Process of Care Measures,96
241370,Heart Attack or Chest Pain Process of Care Measures,100
180128,Heart Attack or Chest Pain Process of Care Measures,N/A
310025,Surgical Care Improvement Project Process of Care Measures,97
340060,Pneumonia Process of Care Measures,94
340023,Heart Failure Process of Care Measures,78
521318,Surgical Care Improvement Project Process of Care Measures,N/A
440025,Pneumonia Process of Care Measures,89
360239,Heart Attack or Chest Pain Process of Care Measures,44
10164,Surgical Care Improvement Project Process of Care Measures,83
171328,Heart Attack or Chest Pain Process of Care Measures,15
50434,Surgical Care Improvement Project Process of Care Measures,N/A
150002,Heart Attack or Chest Pain Process of Care Measures,N/A
30112,Heart Attack or Chest Pain Process of Care Measures,N/A
100107,Pneumonia Process of Care Measures,100
161364,Heart Failure Process of Care Measures,100
520021,Heart Attack or Chest Pain Process of Care Measures,N/A
520160,Pneumonia Process of Care Measures,95
230059,Pneumonia Process of Care Measures,99
440083,Pneumonia Process of Care Measures,96
50045,Heart Attack or Chest Pain Process of Care Measures,100
140150,Heart Failure Process of Care Measures,100
440002,Surgical Care Improvement Project Process of Care Measures,83
190002,Pneumonia Process of Care Measures,86
450306,Heart Attack or Chest Pain Process of Care Measures,N/A
240210,Surgical Care Improvement Project Process of Care Measures,93
450272,Heart Attack or Chest Pain Process of Care Measures,94
220049,Surgical Care Improvement Project Process of Care Measures,95
110187,Heart Attack or Chest Pain Process of Care Measures,N/A
110011,Pneumonia Process of Care Measures,94
250104,Heart Failure Process of Care Measures,98
141315,Heart Failure Process of Care Measures,88
30001,Surgical Care Improvement Project Process of Care Measures,94
80001,Heart Attack or Chest Pain Process of Care Measures,99
140182,Pneumonia Process of Care Measures,96
181324,Heart Failure Process of Care Measures,75
220108,Heart Attack or Chest Pain Process of Care Measures,8
521320,Heart Attack or Chest Pain Process of Care Measures,N/A
100240,Pneumonia Process of Care Measures,N/A
50755,Heart Failure Process of Care Measures,100
100032,Heart Attack or Chest Pain Process of Care Measures,5
50103,Surgical Care Improvement Project Process of Care Measures,82
141333,Surgical Care Improvement Project Process of Care Measures,25
360014,Heart Attack or Chest Pain Process of Care Measures,80
251300,Pneumonia Process of Care Measures,83
100018,Pneumonia Process of Care Measures,80
450610,Pneumonia Process of Care Measures,96
450058,Heart Attack or Chest Pain Process of Care Measures,N/A
340049,Heart Attack or Chest Pain Process of Care Measures,N/A
50411,Pneumonia Process of Care Measures,96
330267,Surgical Care Improvement Project Process of Care Measures,95
440017,Surgical Care Improvement Project Process of Care Measures,88
30061,Heart Attack or Chest Pain Process of Care Measures,93
220024,Surgical Care Improvement Project Process of Care Measures,96
521334,Heart Attack or Chest Pain Process of Care Measures,N/A
50056,Heart Attack or Chest Pain Process of Care Measures,97
100211,Heart Attack or Chest Pain Process of Care Measures,100
70028,Pneumonia Process of Care Measures,96
151335,Pneumonia Process of Care Measures,94
380025,Heart Failure Process of Care Measures,98
150086,Heart Attack or Chest Pain Process of Care Measures,100
461307,Pneumonia Process of Care Measures,100
140252,Heart Failure Process of Care Measures,100
140130,Surgical Care Improvement Project Process of Care Measures,91
50121,Surgical Care Improvement Project Process of Care Measures,76
500016,Heart Attack or Chest Pain Process of Care Measures,N/A
440153,Heart Attack or Chest Pain Process of Care Measures,N/A
190274,Pneumonia Process of Care Measures,96
271305,Pneumonia Process of Care Measures,N/A
230040,Surgical Care Improvement Project Process of Care Measures,97
50036,Surgical Care Improvement Project Process of Care Measures,98
161341,Heart Attack or Chest Pain Process of Care Measures,0
141303,Heart Failure Process of Care Measures,N/A
241352,Pneumonia Process of Care Measures,100
440012,Heart Failure Process of Care Measures,94
360358,Surgical Care Improvement Project Process of Care Measures,N/A
201307,Heart Attack or Chest Pain Process of Care Measures,N/A
160082,Pneumonia Process of Care Measures,79
100253,Pneumonia Process of Care Measures,93
190273,Surgical Care Improvement Project Process of Care Measures,99
110124,Heart Attack or Chest Pain Process of Care Measures,100
111330,Heart Attack or Chest Pain Process of Care Measures,N/A
70022,Pneumonia Process of Care Measures,100
40134,Heart Failure Process of Care Measures,100
100183,Heart Attack or Chest Pain Process of Care Measures,3
10138,Heart Attack or Chest Pain Process of Care Measures,N/A
370114,Heart Attack or Chest Pain Process of Care Measures,97
140049,Heart Failure Process of Care Measures,99
50352,Pneumonia Process of Care Measures,96
521342,Heart Attack or Chest Pain Process of Care Measures,N/A
450755,Surgical Care Improvement Project Process of Care Measures,93
141345,Pneumonia Process of Care Measures,81
450874,Pneumonia Process of Care Measures,N/A
51328,Pneumonia Process of Care Measures,50
391303,Heart Failure Process of Care Measures,100
180025,Heart Failure Process of Care Measures,98
670067,Surgical Care Improvement Project Process of Care Measures,98
451373,Heart Attack or Chest Pain Process of Care Measures,N/A
420078,Heart Attack or Chest Pain Process of Care Measures,N/A
50382,Surgical Care Improvement Project Process of Care Measures,88
440040,Surgical Care Improvement Project Process of Care Measures,N/A
450209,Heart Attack or Chest Pain Process of Care Measures,N/A
450293,Heart Attack or Chest Pain Process of Care Measures,N/A
150100,Heart Attack or Chest Pain Process of Care Measures,99
50069,Heart Failure Process of Care Measures,100
440020,Surgical Care Improvement Project Process of Care Measures,82
330030,Heart Attack or Chest Pain Process of Care Measures,94
250059,Surgical Care Improvement Project Process of Care Measures,N/A
50276,Surgical Care Improvement Project Process of Care Measures,61
400026,Heart Attack or Chest Pain Process of Care Measures,93
271322,Pneumonia Process of Care Measures,100
100062,Pneumonia Process of Care Measures,95
340173,Heart Failure Process of Care Measures,100
360236,Surgical Care Improvement Project Process of Care Measures,N/A
450395,Surgical Care Improvement Project Process of Care Measures,69
330306,Heart Attack or Chest Pain Process of Care Measures,109
230097,Surgical Care Improvement Project Process of Care Measures,100
160067,Surgical Care Improvement Project Process of Care Measures,100
420087,Heart Attack or Chest Pain Process of Care Measures,N/A
100157,Surgical Care Improvement Project Process of Care Measures,89
240101,Surgical Care Improvement Project Process of Care Measures,94
50079,Heart Attack or Chest Pain Process of Care Measures,81
330241,Heart Attack or Chest Pain Process of Care Measures,100
60112,Heart Attack or Chest Pain Process of Care Measures,100
160040,Heart Failure Process of Care Measures,100
450580,Pneumonia Process of Care Measures,56
281351,Surgical Care Improvement Project Process of Care Measures,100
180036,Heart Attack or Chest Pain Process of Care Measures,20
60032,Heart Attack or Chest Pain Process of Care Measures,100
201301,Heart Attack or Chest Pain Process of Care Measures,N/A
400003,Heart Failure Process of Care Measures,61
50708,Surgical Care Improvement Project Process of Care Measures,98
330177,Heart Attack or Chest Pain Process of Care Measures,95
171328,Surgical Care Improvement Project Process of Care Measures,N/A
440040,Heart Attack or Chest Pain Process of Care Measures,96
100204,Heart Attack or Chest Pain Process of Care Measures,100
161357,Pneumonia Process of Care Measures,67
440040,Heart Failure Process of Care Measures,100
120026,Surgical Care Improvement Project Process of Care Measures,95
180067,Surgical Care Improvement Project Process of Care Measures,85
250049,Heart Attack or Chest Pain Process of Care Measures,N/A
10027,Heart Attack or Chest Pain Process of Care Measures,N/A
180009,Heart Failure Process of Care Measures,98
240084,Pneumonia Process of Care Measures,86
50551,Heart Attack or Chest Pain Process of Care Measures,N/A
420072,Surgical Care Improvement Project Process of Care Measures,100
450403,Pneumonia Process of Care Measures,100
290041,Heart Failure Process of Care Measures,78
50740,Heart Failure Process of Care Measures,89
10058,Surgical Care Improvement Project Process of Care Measures,N/A
521333,Surgical Care Improvement Project Process of Care Measures,100
50441,Heart Attack or Chest Pain Process of Care Measures,100
241372,Pneumonia Process of Care Measures,20
490011,Surgical Care Improvement Project Process of Care Measures,95
171380,Pneumonia Process of Care Measures,94
50708,Heart Failure Process of Care Measures,N/A
440050,Heart Attack or Chest Pain Process of Care Measures,80
241365,Heart Attack or Chest Pain Process of Care Measures,N/A
450078,Surgical Care Improvement Project Process of Care Measures,N/A
490090,Heart Attack or Chest Pain Process of Care Measures,100
330011,Heart Failure Process of Care Measures,98
190050,Heart Failure Process of Care Measures,95
50506,Surgical Care Improvement Project Process of Care Measures,N/A
430077,Heart Attack or Chest Pain Process of Care Measures,N/A
490107,Heart Attack or Chest Pain Process of Care Measures,100
50043,Surgical Care Improvement Project Process of Care Measures,92
250134,Surgical Care Improvement Project Process of Care Measures,N/A
