Provider Number,Condition,Score
490040,Heart Attack or Chest Pain Process of Care Measures,N/A
491305,Pneumonia Process of Care Measures,84
330045,Pneumonia Process of Care Measures,96
440061,Heart Attack or Chest Pain Process of Care Measures,12
260032,Heart Attack or Chest Pain Process of Care Measures,N/A
190261,Surgical Care Improvement Project Process of Care Measures,100
100277,Heart Attack or Chest Pain Process of Care Measures,N/A
90001,Heart Attack or Chest Pain Process of Care Measures,99
271316,Pneumonia Process of Care Measures,67
20017,Pneumonia Process of Care Measures,97
180087,Surgical Care Improvement Project Process of Care Measures,75
250123,Surgical Care Improvement Project Process of Care Measures,97
50290,Heart Attack or Chest Pain Process of Care Measures,N/A
490009,Heart Attack or Chest Pain Process of Care Measures,98
420007,Pneumonia Process of Care Measures,94
430095,Heart Attack or Chest Pain Process of Care Measures,99
151307,Heart Attack or Chest Pain Process of Care Measures,N/A
380089,Heart Attack or Chest Pain Process of Care Measures,96
30103,Heart Failure Process of Care Measures,100
260015,Heart Failure Process of Care Measures,100
521304,Heart Attack or Chest Pain Process of Care Measures,14
500016,Heart Failure Process of Care Measures,98
361318,Heart Failure Process of Care Measures,100
531308,Surgical Care Improvement Project Process of Care Measures,N/A
310052,Heart Attack or Chest Pain Process of Care Measures,90
441308,Surgical Care Improvement Project Process of Care Measures,N/A
50135,Surgical Care Improvement Project Process of Care Measures,100
50552,Heart Attack or Chest Pain Process of Care Measures,N/A
230047,Heart Attack or Chest Pain Process of Care Measures,100
440065,Heart Attack or Chest Pain Process of Care Measures,100
390049,Surgical Care Improvement Project Process of Care Measures,89
50121,Surgical Care Improvement Project Process of Care Measures,82
391305,Surgical Care Improvement Project Process of Care Measures,N/A
351316,Heart Attack or Chest Pain Process of Care Measures,N/A
340097,Pneumonia Process of Care Measures,100
20012,Pneumonia Process of Care Measures,91
450580,Surgical Care Improvement Project Process of Care Measures,96
261333,Surgical Care Improvement Project Process of Care Measures,N/A
60014,Heart Attack or Chest Pain Process of Care Measures,N/A
281329,Surgical Care Improvement Project Process of Care Measures,76
410006,Heart Attack or Chest Pain Process of Care Measures,100
360040,Pneumonia Process of Care Measures,84
10044,Surgical Care Improvement Project Process of Care Measures,100
180127,Heart Attack or Chest Pain Process of Care Measures,100
470012,Pneumonia Process of Care Measures,98
440009,Surgical Care Improvement Project Process of Care Measures,72
171376,Heart Attack or Chest Pain Process of Care Measures,N/A
440200,Heart Attack or Chest Pain Process of Care Measures,7
261321,Surgical Care Improvement Project Process of Care Measures,N/A
30094,Heart Attack or Chest Pain Process of Care Measures,99
50228,Pneumonia Process of Care Measures,99
10164,Heart Failure Process of Care Measures,87
340085,Heart Attack or Chest Pain Process of Care Measures,67
450747,Surgical Care Improvement Project Process of Care Measures,100
190045,Surgical Care Improvement Project Process of Care Measures,98
320014,Heart Attack or Chest Pain Process of Care Measures,N/A
60030,Surgical Care Improvement Project Process of Care Measures,95
161326,Surgical Care Improvement Project Process of Care Measures,N/A
260104,Heart Attack or Chest Pain Process of Care Measures,78
220126,Heart Attack or Chest Pain Process of Care Measures,47
200031,Heart Attack or Chest Pain Process of Care Measures,100
190020,Surgical Care Improvement Project Process of Care Measures,89
340061,Heart Attack or Chest Pain Process of Care Measures,99
520195,Heart Attack or Chest Pain Process of Care Measures,N/A
100181,Pneumonia Process of Care Measures,90
50597,Heart Failure Process of Care Measures,98
391300,Heart Failure Process of Care Measures,100
460010,Heart Attack or Chest Pain Process of Care Measures,6
10109,Heart Attack or Chest Pain Process of Care Measures,N/A
110003,Heart Attack or Chest Pain Process of Care Measures,100
450165,Pneumonia Process of Care Measures,98
330404,Heart Attack or Chest Pain Process of Care Measures,N/A
430089,Surgical Care Improvement Project Process of Care Measures,98
450891,Surgical Care Improvement Project Process of Care Measures,N/A
511315,Surgical Care Improvement Project Process of Care Measures,100
381311,Surgical Care Improvement Project Process of Care Measures,N/A
521344,Heart Attack or Chest Pain Process of Care Measures,N/A
140133,Heart Attack or Chest Pain Process of Care Measures,0
390290,Heart Attack or Chest Pain Process of Care Measures,99
390071,Heart Failure Process of Care Measures,99
400010,Pneumonia Process of Care Measures,57
230217,Pneumonia Process of Care Measures,98
230302,Heart Failure Process of Care Measures,98
390039,Heart Failure Process of Care Measures,92
190146,Surgical Care Improvement Project Process of Care Measures,93
171357,Surgical Care Improvement Project Process of Care Measures,N/A
420091,Pneumonia Process of Care Measures,94
390122,Heart Attack or Chest Pain Process of Care Measures,100
110032,Heart Attack or Chest Pain Process of Care Measures,100
370011,Pneumonia Process of Care Measures,90
110069,Pneumonia Process of Care Measures,100
111320,Heart Attack or Chest Pain Process of Care Measures,0
151320,Surgical Care Improvement Project Process of Care Measures,N/A
410012,Surgical Care Improvement Project Process of Care Measures,94
50139,Heart Attack or Chest Pain Process of Care Measures,N/A
140034,Surgical Care Improvement Project Process of Care Measures,99
10018,Heart Attack or Chest Pain Process of Care Measures,N/A
431320,Pneumonia Process of Care Measures,N/A
51325,Pneumonia Process of Care Measures,94
110153,Heart Attack or Chest Pain Process of Care Measures,94
240166,Heart Attack or Chest Pain Process of Care Measures,N/A
241369,Heart Attack or Chest Pain Process of Care Measures,100
331313,Heart Failure Process of Care Measures,80
120001,Surgical Care Improvement Project Process of Care Measures,98
340091,Heart Attack or Chest Pain Process of Care Measures,N/A
240213,Surgical Care Improvement Project Process of Care Measures,98
180040,Surgical Care Improvement Project Process of Care Measures,99
281364,Surgical Care Improvement Project Process of Care Measures,83
240006,Surgical Care Improvement Project Process of Care Measures,96
240019,Surgical Care Improvement Project Process of Care Measures,80
500088,Heart Attack or Chest Pain Process of Care Measures,98
20026,Heart Attack or Chest Pain Process of Care Measures,82
50760,Pneumonia Process of Care Measures,100
190297,Surgical Care Improvement Project Process of Care Measures,90
50104,Heart Attack or Chest Pain Process of Care Measures,56
520037,Heart Failure Process of Care Measures,100
50127,Surgical Care Improvement Project Process of Care Measures,100
281342,Heart Attack or Chest Pain Process of Care Measures,100
420019,Heart Attack or Chest Pain Process of Care Measures,98
100260,Surgical Care Improvement Project Process of Care Measures,99
440104,Children's Asthma Process of Care Measures,82
520049,Heart Attack or Chest Pain Process of Care Measures,N/A
260219,Surgical Care Improvement Project Process of Care Measures,88
320016,Surgical Care Improvement Project Process of Care Measures,98
160032,Surgical Care Improvement Project Process of Care Measures,97
230072,Surgical Care Improvement Project Process of Care Measures,100
260023,Heart Attack or Chest Pain Process of Care Measures,95
230104,Heart Attack or Chest Pain Process of Care Measures,100
281344,Heart Attack or Chest Pain Process of Care Measures,100
360180,Pneumonia Process of Care Measures,92
340068,Surgical Care Improvement Project Process of Care Measures,84
111330,Surgical Care Improvement Project Process of Care Measures,N/A
190140,Surgical Care Improvement Project Process of Care Measures,N/A
50689,Surgical Care Improvement Project Process of Care Measures,97
271302,Heart Attack or Chest Pain Process of Care Measures,N/A
150097,Heart Attack or Chest Pain Process of Care Measures,N/A
140124,Pneumonia Process of Care Measures,87
171370,Pneumonia Process of Care Measures,N/A
531302,Surgical Care Improvement Project Process of Care Measures,99
370218,Surgical Care Improvement Project Process of Care Measures,98
400001,Heart Attack or Chest Pain Process of Care Measures,N/A
390045,Heart Attack or Chest Pain Process of Care Measures,N/A
10138,Heart Failure Process of Care Measures,N/A
330285,Heart Attack or Chest Pain Process of Care Measures,100
390013,Heart Attack or Chest Pain Process of Care Measures,89
100230,Pneumonia Process of Care Measures,98
250162,Heart Attack or Chest Pain Process of Care Measures,20
281333,Heart Attack or Chest Pain Process of Care Measures,N/A
451316,Pneumonia Process of Care Measures,N/A
390122,Heart Failure Process of Care Measures,89
370011,Heart Failure Process of Care Measures,79
450877,Heart Attack or Chest Pain Process of Care Measures,21
261307,Surgical Care Improvement Project Process of Care Measures,N/A
10158,Surgical Care Improvement Project Process of Care Measures,100
250100,Surgical Care Improvement Project Process of Care Measures,98
171366,Heart Attack or Chest Pain Process of Care Measures,N/A
190050,Pneumonia Process of Care Measures,81
260116,Pneumonia Process of Care Measures,99
50516,Heart Failure Process of Care Measures,100
270074,Heart Attack or Chest Pain Process of Care Measures,N/A
380056,Heart Failure Process of Care Measures,77
110164,Heart Failure Process of Care Measures,100
110184,Surgical Care Improvement Project Process of Care Measures,91
520057,Surgical Care Improvement Project Process of Care Measures,100
670052,Heart Attack or Chest Pain Process of Care Measures,40
360032,Heart Attack or Chest Pain Process of Care Measures,N/A
390030,Pneumonia Process of Care Measures,88
101307,Surgical Care Improvement Project Process of Care Measures,N/A
501336,Surgical Care Improvement Project Process of Care Measures,75
330003,Surgical Care Improvement Project Process of Care Measures,92
490141,Surgical Care Improvement Project Process of Care Measures,N/A
450571,Surgical Care Improvement Project Process of Care Measures,96
440148,Heart Attack or Chest Pain Process of Care Measures,N/A
490043,Heart Attack or Chest Pain Process of Care Measures,100
470003,Heart Attack or Chest Pain Process of Care Measures,N/A
30120,Heart Failure Process of Care Measures,100
161355,Surgical Care Improvement Project Process of Care Measures,100
281340,Surgical Care Improvement Project Process of Care Measures,100
400117,Surgical Care Improvement Project Process of Care Measures,86
161358,Surgical Care Improvement Project Process of Care Measures,19
320021,Surgical Care Improvement Project Process of Care Measures,99
51301,Surgical Care Improvement Project Process of Care Measures,N/A
10022,Surgical Care Improvement Project Process of Care Measures,N/A
261327,Heart Attack or Chest Pain Process of Care Measures,N/A
451302,Heart Attack or Chest Pain Process of Care Measures,N/A
50551,Heart Attack or Chest Pain Process of Care Measures,N/A
360180,Pneumonia Process of Care Measures,92
330221,Heart Attack or Chest Pain Process of Care Measures,32
450296,Surgical Care Improvement Project Process of Care Measures,100
10011,Surgical Care Improvement Project Process of Care Measures,91
180036,Surgical Care Improvement Project Process of Care Measures,100
520011,Heart Attack or Chest Pain Process of Care Measures,100
360270,Heart Attack or Chest Pain Process of Care Measures,N/A
400009,Pneumonia Process of Care Measures,60
50054,Heart Attack or Chest Pain Process of Care Measures,98
450101,Surgical Care Improvement Project Process of Care Measures,87
10157,Pneumonia Process of Care Measures,88
330225,Heart Attack or Chest Pain Process of Care Measures,N/A
340153,Pneumonia Process of Care Measures,N/A
431330,Pneumonia Process of Care Measures,100
100032,Heart Attack or Chest Pain Process of Care Measures,83
110079,Surgical Care Improvement Project Process of Care Measures,85
360266,Heart Attack or Chest Pain Process of Care Measures,N/A
450711,Heart Failure Process of Care Measures,98
190088,Heart Failure Process of Care Measures,62
400044,Heart Attack or Chest Pain Process of Care Measures,100
141310,Heart Attack or Chest Pain Process of Care Measures,100
250036,Heart Attack or Chest Pain Process of Care Measures,61
450124,Heart Failure Process of Care Measures,100
50397,Pneumonia Process of Care Measures,74
150038,Heart Failure Process of Care Measures,99
170187,Heart Attack or Chest Pain Process of Care Measures,N/A
40022,Heart Attack or Chest Pain Process of Care Measures,N/A
340098,Surgical Care Improvement Project Process of Care Measures,97
50742,Surgical Care Improvement Project Process of Care Measures,98
420082,Surgical Care Improvement Project Process of Care Measures,98
190046,Surgical Care Improvement Project Process of Care Measures,89
360006,Surgical Care Improvement Project Process of Care Measures,97
140233,Pneumonia Process of Care Measures,83
161301,Pneumonia Process of Care Measures,67
351302,Pneumonia Process of Care Measures,0
10045,Surgical Care Improvement Project Process of Care Measures,67
231323,Pneumonia Process of Care Measures,98
270023,Pneumonia Process of Care Measures,97
250151,Heart Attack or Chest Pain Process of Care Measures,N/A
140164,Surgical Care Improvement Project Process of Care Measures,98
230222,Surgical Care Improvement Project Process of Care Measures,91
521352,Surgical Care Improvement Project Process of Care Measures,93
450766,Heart Attack or Chest Pain Process of Care Measures,N/A
170068,Surgical Care Improvement Project Process of Care Measures,N/A
230176,Surgical Care Improvement Project Process of Care Measures,93
30014,Heart Attack or Chest Pain Process of Care Measures,N/A
61316,Heart Attack or Chest Pain Process of Care Measures,N/A
400026,Pneumonia Process of Care Measures,55
450034,Pneumonia Process of Care Measures,92
50397,Heart Attack or Chest Pain Process of Care Measures,3
161357,Pneumonia Process of Care Measures,86
150005,Heart Attack or Chest Pain Process of Care Measures,10
491307,Surgical Care Improvement Project Process of Care Measures,N/A
190106,Surgical Care Improvement Project Process of Care Measures,33
300011,Surgical Care Improvement Project Process of Care Measures,99
180009,Surgical Care Improvement Project Process of Care Measures,97
510072,Heart Attack or Chest Pain Process of Care Measures,N/A
20027,Heart Attack or Chest Pain Process of Care Measures,N/A
110029,Heart Attack or Chest Pain Process of Care Measures,99
281351,Pneumonia Process of Care Measures,N/A
390072,Heart Attack or Chest Pain Process of Care Measures,96
50063,Heart Attack or Chest Pain Process of Care Measures,N/A
11302,Heart Attack or Chest Pain Process of Care Measures,N/A
130002,Heart Failure Process of Care Measures,100
390156,Heart Attack or Chest Pain Process of Care Measures,N/A
10097,Heart Failure Process of Care Measures,77
100080,Heart Failure Process of Care Measures,100
140209,Surgical Care Improvement Project Process of Care Measures,95
230080,Surgical Care Improvement Project Process of Care Measures,92
330027,Surgical Care Improvement Project Process of Care Measures,97
50152,Heart Attack or Chest Pain Process of Care Measures,100
241332,Heart Attack or Chest Pain Process of Care Measures,100
210028,Pneumonia Process of Care Measures,98
400011,Surgical Care Improvement Project Process of Care Measures,N/A
440110,Surgical Care Improvement Project Process of Care Measures,90
280129,Surgical Care Improvement Project Process of Care Measures,95
330403,Heart Attack or Chest Pain Process of Care Measures,N/A
370192,Heart Attack or Chest Pain Process of Care Measures,N/A
100117,Heart Failure Process of Care Measures,99
520028,Heart Failure Process of Care Measures,100
100242,Heart Attack or Chest Pain Process of Care Measures,N/A
220071,Pneumonia Process of Care Measures,98
241342,Surgical Care Improvement Project Process of Care Measures,N/A
40041,Surgical Care Improvement Project Process of Care Measures,86
05027F,Heart Attack or Chest Pain Process of Care Measures,97
330397,Pneumonia Process of Care Measures,85
520109,Pneumonia Process of Care Measures,45
521330,Pneumonia Process of Care Measures,100
141351,Surgical Care Improvement Project Process of Care Measures,N/A
340123,Surgical Care Improvement Project Process of Care Measures,97
490041,Heart Attack or Chest Pain Process of Care Measures,N/A
80004,Heart Failure Process of Care Measures,100
180088,Pneumonia Process of Care Measures,97
161363,Pneumonia Process of Care Measures,97
161325,Heart Failure Process of Care Measures,50
510048,Surgical Care Improvement Project Process of Care Measures,84
01021F,Heart Attack or Chest Pain Process of Care Measures,N/A
450200,Surgical Care Improvement Project Process of Care Measures,80
371304,Surgical Care Improvement Project Process of Care Measures,N/A
490022,Surgical Care Improvement Project Process of Care Measures,94
450604,Pneumonia Process of Care Measures,89
260163,Surgical Care Improvement Project Process of Care Measures,100
450068,Heart Attack or Chest Pain Process of Care Measures,89
230017,Heart Attack or Chest Pain Process of Care Measures,100
50239,Heart Failure Process of Care Measures,85
80007,Surgical Care Improvement Project Process of Care Measures,97
70005,Heart Attack or Chest Pain Process of Care Measures,100
450099,Pneumonia Process of Care Measures,100
390104,Heart Failure Process of Care Measures,43
50382,Surgical Care Improvement Project Process of Care Measures,100
37012F,Surgical Care Improvement Project Process of Care Measures,100
200050,Surgical Care Improvement Project Process of Care Measures,96
170105,Pneumonia Process of Care Measures,100
500031,Surgical Care Improvement Project Process of Care Measures,85
490077,Surgical Care Improvement Project Process of Care Measures,100
371310,Heart Attack or Chest Pain Process of Care Measures,N/A
360003,Surgical Care Improvement Project Process of Care Measures,97
330151,Heart Attack or Chest Pain Process of Care Measures,N/A
03012F,Heart Attack or Chest Pain Process of Care Measures,100
521317,Heart Failure Process of Care Measures,100
500002,Heart Failure Process of Care Measures,92
45090F,Surgical Care Improvement Project Process of Care Measures,97
520035,Surgical Care Improvement Project Process of Care Measures,99
260142,Heart Attack or Chest Pain Process of Care Measures,N/A
390322,Heart Attack or Chest Pain Process of Care Measures,N/A
120027,Pneumonia Process of Care Measures,73
40003F,Pneumonia Process of Care Measures,100
61321,Surgical Care Improvement Project Process of Care Measures,N/A
510046,Heart Failure Process of Care Measures,100
440183,Heart Attack or Chest Pain Process of Care Measures,N/A
220082,Surgical Care Improvement Project Process of Care Measures,78
370206,Heart Attack or Chest Pain Process of Care Measures,N/A
50360,Heart Attack or Chest Pain Process of Care Measures,100
450352,Heart Attack or Chest Pain Process of Care Measures,88
670012,Surgical Care Improvement Project Process of Care Measures,97
150164,Surgical Care Improvement Project Process of Care Measures,93
271316,Heart Attack or Chest Pain Process of Care Measures,N/A
140034,Surgical Care Improvement Project Process of Care Measures,100
41316,Heart Attack or Chest Pain Process of Care Measures,N/A
390222,Pneumonia Process of Care Measures,93
450795,Pneumonia Process of Care Measures,41
180127,Surgical Care Improvement Project Process of Care Measures,95
230089,Surgical Care Improvement Project Process of Care Measures,97
51312,Surgical Care Improvement Project Process of Care Measures,N/A
491307,Heart Attack or Chest Pain Process of Care Measures,N/A
260179,Heart Attack or Chest Pain Process of Care Measures,100
100232,Pneumonia Process of Care Measures,93
170016,Surgical Care Improvement Project Process of Care Measures,93
310045,Surgical Care Improvement Project Process of Care Measures,99
450709,Heart Attack or Chest Pain Process of Care Measures,100
310048,Heart Attack or Chest Pain Process of Care Measures,96
161361,Heart Attack or Chest Pain Process of Care Measures,100
500016,Heart Attack or Chest Pain Process of Care Measures,100
440197,Heart Attack or Chest Pain Process of Care Measures,100
150009,Heart Attack or Chest Pain Process of Care Measures,91
10005,Surgical Care Improvement Project Process of Care Measures,95
360016,Heart Attack or Chest Pain Process of Care Measures,99
140187,Heart Attack or Chest Pain Process of Care Measures,99
250124,Pneumonia Process of Care Measures,100
360044,Heart Attack or Chest Pain Process of Care Measures,22
210009,Surgical Care Improvement Project Process of Care Measures,95
100206,Pneumonia Process of Care Measures,96
340036,Heart Failure Process of Care Measures,86
520198,Surgical Care Improvement Project Process of Care Measures,96
140043,Heart Attack or Chest Pain Process of Care Measures,99
330406,Heart Attack or Chest Pain Process of Care Measures,N/A
100038,Surgical Care Improvement Project Process of Care Measures,99
150001,Heart Attack or Chest Pain Process of Care Measures,100
50118,Pneumonia Process of Care Measures,100
281357,Pneumonia Process of Care Measures,82
370078,Surgical Care Improvement Project Process of Care Measures,100
360051,Surgical Care Improvement Project Process of Care Measures,92
210045,Surgical Care Improvement Project Process of Care Measures,100
260078,Heart Attack or Chest Pain Process of Care Measures,84
140122,Surgical Care Improvement Project Process of Care Measures,95
50573,Heart Attack or Chest Pain Process of Care Measures,97
471307,Heart Attack or Chest Pain Process of Care Measures,N/A
140125,Heart Attack or Chest Pain Process of Care Measures,100
390266,Heart Attack or Chest Pain Process of Care Measures,60
110006,Heart Failure Process of Care Measures,100
390035,Heart Attack or Chest Pain Process of Care Measures,N/A
140167,Heart Attack or Chest Pain Process of Care Measures,100
450253,Surgical Care Improvement Project Process of Care Measures,N/A
50225,Surgical Care Improvement Project Process of Care Measures,98
180027,Heart Attack or Chest Pain Process of Care Measures,92
110209,Pneumonia Process of Care Measures,N/A
450330,Surgical Care Improvement Project Process of Care Measures,100
110143,Heart Attack or Chest Pain Process of Care Measures,100
281300,Heart Attack or Chest Pain Process of Care Measures,0
310070,Surgical Care Improvement Project Process of Care Measures,93
360236,Surgical Care Improvement Project Process of Care Measures,84
390236,Heart Attack or Chest Pain Process of Care Measures,N/A
420005,Heart Failure Process of Care Measures,86
260177,Heart Attack or Chest Pain Process of Care Measures,100
231305,Heart Attack or Chest Pain Process of Care Measures,100
390123,Pneumonia Process of Care Measures,100
431315,Heart Attack or Chest Pain Process of Care Measures,N/A
280077,Heart Attack or Chest Pain Process of Care Measures,6
50126,Heart Attack or Chest Pain Process of Care Measures,87
101312,Heart Attack or Chest Pain Process of Care Measures,N/A
340001,Heart Attack or Chest Pain Process of Care Measures,98
161374,Pneumonia Process of Care Measures,85
521346,Heart Failure Process of Care Measures,90
390256,Heart Failure Process of Care Measures,98
150018,Surgical Care Improvement Project Process of Care Measures,97
370202,Heart Attack or Chest Pain Process of Care Measures,100
310108,Surgical Care Improvement Project Process of Care Measures,98
500037,Surgical Care Improvement Project Process of Care Measures,88
450874,Surgical Care Improvement Project Process of Care Measures,100
500150,Heart Attack or Chest Pain Process of Care Measures,93
231314,Surgical Care Improvement Project Process of Care Measures,100
521332,Heart Attack or Chest Pain Process of Care Measures,100
51306,Heart Attack or Chest Pain Process of Care Measures,N/A
130025,Surgical Care Improvement Project Process of Care Measures,26
160112,Surgical Care Improvement Project Process of Care Measures,100
50502,Heart Attack or Chest Pain Process of Care Measures,N/A
240132,Heart Attack or Chest Pain Process of Care Measures,N/A
340120,Surgical Care Improvement Project Process of Care Measures,100
30118,Heart Attack or Chest Pain Process of Care Measures,N/A
151303,Pneumonia Process of Care Measures,91
23037F,Heart Failure Process of Care Measures,96
390119,Heart Attack or Chest Pain Process of Care Measures,N/A
230003,Heart Attack or Chest Pain Process of Care Measures,100
270014,Pneumonia Process of Care Measures,98
450713,Heart Attack or Chest Pain Process of Care Measures,N/A
351328,Heart Attack or Chest Pain Process of Care Measures,0
111324,Heart Attack or Chest Pain Process of Care Measures,N/A
10112,Heart Attack or Chest Pain Process of Care Measures,N/A
10057F,Pneumonia Process of Care Measures,93
330372,Heart Attack or Chest Pain Process of Care Measures,N/A
440006,Surgical Care Improvement Project Process of Care Measures,N/A
260190,Heart Failure Process of Care Measures,99
420037,Pneumonia Process of Care Measures,99
210056,Surgical Care Improvement Project Process of Care Measures,94
210012,Heart Attack or Chest Pain Process of Care Measures,98
130007,Heart Attack or Chest Pain Process of Care Measures,100
330215,Heart Attack or Chest Pain Process of Care Measures,98
51309,Heart Attack or Chest Pain Process of Care Measures,N/A
330073,Heart Attack or Chest Pain Process of Care Measures,127
110038,Heart Attack or Chest Pain Process of Care Measures,97
670024,Heart Attack or Chest Pain Process of Care Measures,91
50747,Pneumonia Process of Care Measures,94
340141,Pneumonia Process of Care Measures,88
110142,Surgical Care Improvement Project Process of Care Measures,N/A
241320,Heart Attack or Chest Pain Process of Care Measures,75
370019,Pneumonia Process of Care Measures,100
360081,Heart Failure Process of Care Measures,100
310001,Surgical Care Improvement Project Process of Care Measures,94
440003,Heart Attack or Chest Pain Process of Care Measures,N/A
390168,Heart Attack or Chest Pain Process of Care Measures,100
50108,Surgical Care Improvement Project Process of Care Measures,94
450890,Surgical Care Improvement Project Process of Care Measures,N/A
230254,Surgical Care Improvement Project Process of Care Measures,78
50205,Surgical Care Improvement Project Process of Care Measures,N/A
140180,Surgical Care Improvement Project Process of Care Measures,99
140143,Heart Attack or Chest Pain Process of Care Measures,100
500027,Pneumonia Process of Care Measures,95
160069,Heart Failure Process of Care Measures,98
60031,Surgical Care Improvement Project Process of Care Measures,94
10043,Surgical Care Improvement Project Process of Care Measures,N/A
370199,Surgical Care Improvement Project Process of Care Measures,100
40137,Heart Attack or Chest Pain Process of Care Measures,95
250128,Surgical Care Improvement Project Process of Care Measures,0
240187,Surgical Care Improvement Project Process of Care Measures,100
360263,Surgical Care Improvement Project Process of Care Measures,100
450007,Heart Failure Process of Care Measures,79
190255,Surgical Care Improvement Project Process of Care Measures,100
371302,Pneumonia Process of Care Measures,50
370015,Heart Failure Process of Care Measures,100
431335,Pneumonia Process of Care Measures,92
340099,Pneumonia Process of Care Measures,98
281301,Pneumonia Process of Care Measures,100
23011F,Pneumonia Process of Care Measures,87
291309,Surgical Care Improvement Project Process of Care Measures,N/A
500064,Heart Attack or Chest Pain Process of Care Measures,100
101309,Surgical Care Improvement Project Process of Care Measures,100
190054,Surgical Care Improvement Project Process of Care Measures,N/A
260085,Heart Attack or Chest Pain Process of Care Measures,100
20018,Pneumonia Process of Care Measures,78
50043,Heart Failure Process of Care Measures,100
120007,Heart Attack or Chest Pain Process of Care Measures,N/A
40047,Surgical Care Improvement Project Process of Care Measures,N/A
50523,Heart Attack or Chest Pain Process of Care Measures,100
140135,Heart Attack or Chest Pain Process of Care Measures,100
450755,Pneumonia Process of Care Measures,95
450037,Heart Failure Process of Care Measures,64
220110,Heart Attack or Chest Pain Process of Care Measures,100
241317,Surgical Care Improvement Project Process of Care Measures,N/A
100117,Surgical Care Improvement Project Process of Care Measures,89
50503,Surgical Care Improvement Project Process of Care Measures,100
110146,Heart Attack or Chest Pain Process of Care Measures,N/A
180116,Surgical Care Improvement Project Process of Care Measures,99
260059,Heart Attack or Chest Pain Process of Care Measures,27
50018,Heart Failure Process of Care Measures,89
260020,Heart Attack or Chest Pain Process of Care Measures,10
241345,Surgical Care Improvement Project Process of Care Measures,N/A
390228,Heart Attack or Chest Pain Process of Care Measures,97
110143,Heart Attack or Chest Pain Process of Care Measures,100
310038,Heart Attack or Chest Pain Process of Care Measures,100
330101,Heart Attack or Chest Pain Process of Care Measures,94
361325,Pneumonia Process of Care Measures,86
180018,Pneumonia Process of Care Measures,92
490141,Surgical Care Improvement Project Process of Care Measures,N/A
440175,Surgical Care Improvement Project Process of Care Measures,100
450130,Surgical Care Improvement Project Process of Care Measures,94
281357,Heart Attack or Chest Pain Process of Care Measures,50
220084,Heart Failure Process of Care Measures,98
221302,Surgical Care Improvement Project Process of Care Measures,N/A
310061,Heart Attack or Chest Pain Process of Care Measures,99
06007F,Heart Failure Process of Care Measures,100
510022,Surgical Care Improvement Project Process of Care Measures,95
241337,Pneumonia Process of Care Measures,100
450235,Surgical Care Improvement Project Process of Care Measures,100
310001,Heart Attack or Chest Pain Process of Care Measures,N/A
371330,Heart Attack or Chest Pain Process of Care Measures,N/A
231333,Heart Attack or Chest Pain Process of Care Measures,100
360091,Heart Attack or Chest Pain Process of Care Measures,85
490007,Heart Attack or Chest Pain Process of Care Measures,100
261309,Pneumonia Process of Care Measures,80
50726,Pneumonia Process of Care Measures,N/A
670002,Pneumonia Process of Care Measures,56
250042,Heart Attack or Chest Pain Process of Care Measures,100
30068,Surgical Care Improvement Project Process of Care Measures,95
450586,Heart Failure Process of Care Measures,75
491304,Heart Attack or Chest Pain Process of Care Measures,100
400087,Heart Attack or Chest Pain Process of Care Measures,100
500072,Heart Failure Process of Care Measures,100
390198,Surgical Care Improvement Project Process of Care Measures,97
50506,Surgical Care Improvement Project Process of Care Measures,95
271330,Heart Attack or Chest Pain Process of Care Measures,N/A
360144,Heart Attack or Chest Pain Process of Care Measures,N/A
510006,Surgical Care Improvement Project Process of Care Measures,95
171348,Surgical Care Improvement Project Process of Care Measures,N/A
271344,Surgical Care Improvement Project Process of Care Measures,100
320061,Heart Failure Process of Care Measures,92
110001,Heart Attack or Chest Pain Process of Care Measures,80
271346,Heart Attack or Chest Pain Process of Care Measures,100
390102,Heart Failure Process of Care Measures,96
380061,Heart Attack or Chest Pain Process of Care Measures,100
111328,Surgical Care Improvement Project Process of Care Measures,N/A
230066,Heart Attack or Chest Pain Process of Care Measures,100
151333,Surgical Care Improvement Project Process of Care Measures,87
231327,Heart Attack or Chest Pain Process of Care Measures,N/A
360174,Heart Attack or Chest Pain Process of Care Measures,100
520071,Surgical Care Improvement Project Process of Care Measures,93
30094,Surgical Care Improvement Project Process of Care Measures,86
181311,Surgical Care Improvement Project Process of Care Measures,N/A
60049,Surgical Care Improvement Project Process of Care Measures,97
50609,Surgical Care Improvement Project Process of Care Measures,98
261330,Heart Attack or Chest Pain Process of Care Measures,100
150038,Pneumonia Process of Care Measures,95
450411,Surgical Care Improvement Project Process of Care Measures,75
360150,Heart Attack or Chest Pain Process of Care Measures,90
490044,Heart Attack or Chest Pain Process of Care Measures,97
30023,Surgical Care Improvement Project Process of Care Measures,90
420080,Heart Attack or Chest Pain Process of Care Measures,100
351319,Pneumonia Process of Care Measures,N/A
511312,Surgical Care Improvement Project Process of Care Measures,N/A
171333,Heart Attack or Chest Pain Process of Care Measures,N/A
10052,Pneumonia Process of Care Measures,35
10051,Surgical Care Improvement Project Process of Care Measures,N/A
390147,Surgical Care Improvement Project Process of Care Measures,95
250099,Pneumonia Process of Care Measures,98
400130,Heart Attack or Chest Pain Process of Care Measures,N/A
100029,Surgical Care Improvement Project Process of Care Measures,96
50568,Surgical Care Improvement Project Process of Care Measures,100
